body,bodyId,ordinal,preShadowStartDegree,preShadowStartJulianDayUT,preShadowStartUTC,retrogradeStationDegree,retrogradeStationJulianDayUT,retrogradeStationUTC,directStationDegree,directStationJulianDayUT,directStationUTC,postShadowEndDegree,postShadowEndJulianDayUT,postShadowEndUTC
Mercury,2,998,236.6847004573521,2412764.785128411,1893-10-28T06:50:35.095Z,252.91502799843434,2412783.749978721,1893-11-16T05:59:58.162Z,236.6847004573521,2412803.557569258,1893-12-06T01:22:53.984Z,252.91502799843434,2412821.4233895503,1893-12-23T22:09:40.857Z
Saturn,6,306,198.4140495413531,2412766.9650423937,1893-10-30T11:09:39.663Z,205.16379210040887,2412862.205123946,1894-02-02T16:55:22.709Z,198.4140495413531,2413000.744888708,1894-06-21T05:52:38.384Z,205.16379210040887,2413098.9676976763,1894-09-27T11:13:29.079Z
Uranus,7,313,221.25603715153966,2412773.9833251573,1893-11-06T11:35:59.294Z,225.3464386805109,2412877.735040956,1894-02-18T05:38:27.539Z,221.25603715153966,2413029.523694222,1894-07-20T00:34:07.181Z,225.3464386805109,2413135.5428838544,1894-11-03T01:01:45.165Z
Venus,3,198,319.8945500985057,2412823.149985779,1893-12-25T15:35:58.771Z,335.751243677298,2412855.036678182,1894-01-26T12:52:48.995Z,319.8945500985057,2412896.4965107236,1894-03-08T23:54:58.527Z,335.751243677298,2412929.074938137,1894-04-10T13:47:54.655Z
Mercury,2,999,345.73677303014676,2412878.372182507,1894-02-18T20:55:56.569Z,359.1798755436169,2412892.5046678036,1894-03-05T00:06:43.298Z,345.73677303014676,2412915.384853415,1894-03-27T21:14:11.335Z,359.1798755436169,2412934.696413737,1894-04-16T04:42:50.147Z
Pluto,9,316,69.78829423319746,2412958.678853009,1894-05-10T04:17:32.900Z,71.77917402465114,2413082.748066555,1894-09-11T05:57:12.950Z,69.78829423319746,2413247.0009997254,1895-02-22T12:01:26.376Z,71.77917402465114,2413369.918565564,1895-06-25T10:02:44.065Z
Neptune,8,316,73.00063231875716,2412976.6386074293,1894-05-28T03:19:35.682Z,75.81464108252716,2413090.223200009,1894-09-18T17:21:24.481Z,73.00063231875716,2413246.725184447,1895-02-22T05:24:15.936Z,75.81464108252716,2413359.308276521,1895-06-14T19:23:55.091Z
Mercury,2,1000,113.55233969348006,2412999.4788077585,1894-06-19T23:29:28.990Z,124.18824478204965,2413016.840160787,1894-07-07T08:09:49.892Z,113.55233969348006,2413041.0250370875,1894-07-31T12:36:03.204Z,124.18824478204965,2413055.1323941387,1894-08-14T15:10:38.854Z
Mars,4,148,21.349520957620072,2413039.6094527654,1894-07-30T02:37:36.719Z,35.06331300933718,2413087.510619047,1894-09-16T00:15:17.486Z,21.349520957620072,2413154.106909302,1894-11-21T14:33:56.964Z,35.06331300933718,2413206.0263958294,1895-01-12T12:38:00.600Z
Jupiter,5,291,86.26369260687707,2413039.9680516757,1894-07-30T11:13:59.665Z,96.3334382553996,2413125.985158555,1894-10-24T11:38:37.699Z,86.26369260687707,2413244.691475652,1895-02-20T04:35:43.496Z,96.3334382553996,2413331.1690371074,1895-05-17T16:03:24.806Z
Mercury,2,1001,221.00533562332137,2413112.7029722743,1894-10-11T04:52:16.804Z,237.07416515006312,2413132.3535494506,1894-10-30T20:29:06.673Z,221.00533562332137,2413152.46290572,1894-11-19T23:06:35.054Z,237.07416515006312,2413169.4807403274,1894-12-06T23:32:15.964Z
Uranus,7,314,225.8579981961936,2413143.745825663,1894-11-11T05:53:59.337Z,229.93897915961873,2413247.537882761,1895-02-23T00:54:33.071Z,225.8579981961936,2413399.5568285,1895-07-25T01:21:49.982Z,229.93897915961873,2413505.529493196,1895-11-08T00:42:28.212Z
Saturn,6,307,210.54130039968697,2413143.87109429,1894-11-11T08:54:22.547Z,217.2527190088991,2413239.4043527916,1895-02-14T21:42:16.081Z,210.54130039968697,2413378.6555558145,1895-07-04T03:44:00.022Z,217.2527190088991,2413477.011472475,1895-10-10T12:16:31.222Z
Mercury,2,1002,327.7923203908679,2413226.116911199,1895-02-01T14:48:21.128Z,342.38711932571897,2413240.741061233,1895-02-16T05:47:07.691Z,327.7923203908679,2413262.9303093627,1895-03-10T10:19:38.729Z,342.38711932571897,2413282.842529971,1895-03-30T08:13:14.590Z
Pluto,9,317,70.7659665435886,2413324.941798458,1895-05-11T10:36:11.387Z,72.76016001577935,2413449.1146407323,1895-09-12T14:45:04.959Z,70.7659665435886,2413613.0911943736,1896-02-23T14:11:19.194Z,72.76016001577935,2413736.148765157,1896-06-25T15:34:13.310Z
Neptune,8,317,75.24903704058661,2413344.1464472096,1895-05-30T15:30:53.039Z,78.06370496170129,2413457.6980964513,1895-09-21T04:45:15.533Z,75.24903704058661,2413614.1333836643,1896-02-24T15:12:04.349Z,78.06370496170129,2413726.899287477,1896-06-16T09:34:58.438Z
Mercury,2,1003,95.17845726172622,2413347.015432257,1895-06-02T12:22:13.347Z,104.53806713522285,2413363.121206738,1895-06-18T14:54:32.262Z,95.17845726172622,2413387.2812085524,1895-07-12T18:44:56.419Z,104.53806713522285,2413401.6117551588,1895-07-27T02:40:55.646Z
Venus,3,199,167.94776474768457,2413401.26156969,1895-07-26T18:16:39.621Z,183.99973337883947,2413434.628419826,1895-08-29T03:04:55.473Z,167.94776474768457,2413477.0319713596,1895-10-10T12:46:02.325Z,183.99973337883947,2413509.5322023556,1895-11-12T00:46:22.284Z
Jupiter,5,292,119.09466099075443,2413436.623973783,1895-08-31T02:58:31.335Z,129.14642646247148,2413523.2346841544,1895-11-25T17:37:56.711Z,119.09466099075443,2413643.490785122,1896-03-24T23:46:43.835Z,129.14642646247148,2413731.9312190823,1896-06-21T10:20:57.329Z
Mercury,2,1004,205.3162728308396,2413460.6202448867,1895-09-24T02:53:09.158Z,221.11739857526268,2413480.760693468,1895-10-14T06:15:23.916Z,205.3162728308396,2413501.4054282233,1895-11-03T21:43:48.998Z,221.11739857526268,2413517.6058244817,1895-11-20T02:32:23.235Z
Uranus,7,315,230.43401556340746,2413513.486203272,1895-11-15T23:40:07.963Z,234.5042229483048,2413617.3353592446,1896-02-27T20:02:55.039Z,230.43401556340746,2413769.5869897166,1896-07-29T02:05:15.912Z,234.5042229483048,2413875.4716917593,1896-11-11T23:19:14.168Z
Saturn,6,308,222.4296443694932,2413520.5854073353,1895-11-23T02:02:59.194Z,229.10663283800724,2413616.41422534,1896-02-26T21:56:29.069Z,222.4296443694932,2413756.381481245,1896-07-15T21:09:19.980Z,229.10663283800724,2413854.700513456,1896-10-22T04:48:44.363Z
Mercury,2,1005,310.5592963078227,2413574.0762231313,1896-01-15T13:49:45.679Z,325.9709044749683,2413589.3429856747,1896-01-30T20:13:53.962Z,310.5592963078227,2413610.7808039933,1896-02-21T06:44:21.465Z,325.9709044749683,2413630.95627198,1896-03-12T10:57:01.899Z
Pluto,9,318,71.74552010714335,2413691.1850241013,1896-05-11T16:26:26.082Z,73.74351058539811,2413815.2864444023,1896-09-12T18:52:28.796Z,71.74552010714335,2413979.3850927195,1897-02-23T21:14:32.011Z,73.74351058539811,2414102.4045572383,1897-06-26T21:42:33.745Z
