body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
NorthNode,143.409644312,2147055974,2322021.925752623007,decreasing,increasing,station_direct
NorthNode,143.409732929,2147088207,2322022.298817803152,increasing,decreasing,station_retrograde
NorthNode,142.286470993,2148129937,2322034.355878019705,decreasing,increasing,station_direct
NorthNode,142.291213681,2148254099,2322035.792937727645,increasing,decreasing,station_retrograde
NorthNode,140.831209563,2149393174,2322048.976678939536,decreasing,increasing,station_direct
NorthNode,140.858010555,2149625876,2322051.669986282475,increasing,decreasing,station_retrograde
Mercury,104.062261928,2149648234,2322051.928758017719,increasing,decreasing,station_retrograde
NorthNode,140.144883498,2150481582,2322061.573990586214,decreasing,increasing,station_direct
NorthNode,140.203188061,2150809380,2322065.367954622954,increasing,decreasing,station_retrograde
NorthNode,139.521721149,2151737254,2322076.107228426263,decreasing,increasing,station_direct
Mercury,94.510646682,2151738456,2322076.121141090989,decreasing,increasing,station_direct
NorthNode,139.603315836,2152154586,2322080.937463703565,increasing,decreasing,station_retrograde
NorthNode,139.367136080,2152845019,2322088.928581903689,decreasing,increasing,station_direct
NorthNode,139.449270788,2153372592,2322095.034758178517,increasing,decreasing,station_retrograde
Uranus,231.627362345,2153382064,2322095.144387944601,decreasing,increasing,station_direct
NorthNode,139.355370491,2154092544,2322103.367533582263,decreasing,increasing,station_direct
NorthNode,139.362807863,2154444751,2322107.444007990882,increasing,decreasing,station_retrograde
NorthNode,139.360533622,2154675617,2322110.116062039509,decreasing,increasing,station_direct
Neptune,243.469718947,2154714502,2322110.566120152362,decreasing,increasing,station_direct
Saturn,34.267875644,2154807513,2322111.642635412514,increasing,decreasing,station_retrograde
NorthNode,139.395428522,2155211694,2322116.320661878213,increasing,decreasing,station_retrograde
NorthNode,139.237002404,2155941048,2322124.762255300768,decreasing,increasing,station_direct
NorthNode,139.337429162,2156456432,2322130.727348287590,increasing,decreasing,station_retrograde
Pluto,67.185241626,2156627445,2322132.706665243022,increasing,decreasing,station_retrograde
NorthNode,138.989999052,2157201555,2322139.351460746489,decreasing,increasing,station_direct
NorthNode,139.061946506,2157568839,2322143.602429837920,increasing,decreasing,station_retrograde
NorthNode,138.232537598,2158514305,2322154.545320600271,decreasing,increasing,station_direct
NorthNode,138.283663039,2158816325,2322158.040925618261,increasing,decreasing,station_retrograde
NorthNode,137.373852716,2159731572,2322168.634062647820,decreasing,increasing,station_direct
Mercury,219.985574333,2159779103,2322169.184193514287,increasing,decreasing,station_retrograde
NorthNode,137.388662929,2159911417,2322170.715597393923,increasing,decreasing,station_retrograde
Jupiter,96.041377115,2160731703,2322180.209655821323,increasing,decreasing,station_retrograde
NorthNode,135.720946325,2161086932,2322184.321100834757,decreasing,increasing,station_direct
NorthNode,135.722172822,2161164550,2322185.219450550154,increasing,decreasing,station_retrograde
Mercury,204.130781659,2161553922,2322189.726073741913,decreasing,increasing,station_direct
NorthNode,134.452718220,2162244661,2322197.720741312020,decreasing,increasing,station_direct
NorthNode,134.452786051,2162273090,2322198.049783752300,increasing,decreasing,station_retrograde
NorthNode,132.602875790,2163501469,2322212.267128341831,decreasing,increasing,station_direct
NorthNode,132.611960222,2163654679,2322214.040396340191,increasing,decreasing,station_retrograde
NorthNode,131.612612025,2164588870,2322224.852794479579,decreasing,increasing,station_direct
NorthNode,131.643690753,2164825542,2322227.592045821249,increasing,decreasing,station_retrograde
NorthNode,130.528198415,2165840838,2322239.343162346631,decreasing,increasing,station_direct
NorthNode,130.609596871,2166211870,2322243.637515621260,increasing,decreasing,station_retrograde
Saturn,27.388662378,2166508112,2322247.066242374480,decreasing,increasing,station_direct
NorthNode,130.197808150,2166950882,2322252.190891552716,decreasing,increasing,station_direct
NorthNode,130.288391606,2167391028,2322257.285177898593,increasing,decreasing,station_retrograde
NorthNode,130.014703055,2168191130,2322266.545608577318,decreasing,increasing,station_direct
NorthNode,130.077940514,2168758445,2322273.111761733890,increasing,decreasing,station_retrograde
Mercury,324.923297119,2169155918,2322277.712141185999,increasing,decreasing,station_retrograde
NorthNode,130.063557667,2169194567,2322278.159469480626,decreasing,increasing,station_direct
NorthNode,130.064091070,2169326422,2322279.685569014400,increasing,decreasing,station_retrograde
NorthNode,130.012079817,2169964918,2322287.075567308813,decreasing,increasing,station_direct
NorthNode,130.106209716,2170550595,2322293.854231552221,increasing,decreasing,station_retrograde
Pluto,65.195510864,2170830752,2322297.096789372154,decreasing,increasing,station_direct
Jupiter,85.968434458,2171002782,2322299.087879866362,decreasing,increasing,station_direct
Mercury,309.629741991,2171019021,2322299.275836609304,decreasing,increasing,station_direct
NorthNode,129.826827121,2171293228,2322302.449530243874,decreasing,increasing,station_direct
NorthNode,129.904335467,2171689572,2322307.036840300076,increasing,decreasing,station_retrograde
Uranus,240.180413289,2172150053,2322312.366478121839,increasing,decreasing,station_retrograde
NorthNode,129.313654221,2172544036,2322316.926470383070,decreasing,increasing,station_direct
Neptune,248.418728087,2172627899,2322317.897103163414,increasing,decreasing,station_retrograde
NorthNode,129.390180120,2172907959,2322321.138544201851,increasing,decreasing,station_retrograde
NorthNode,128.510755854,2173823401,2322331.733939711004,decreasing,increasing,station_direct
NorthNode,128.534821374,2174038692,2322334.225725252181,increasing,decreasing,station_retrograde
Venus,46.883150552,2175068645,2322346.146482920274,increasing,decreasing,station_retrograde
NorthNode,127.196493424,2175121057,2322346.753107130527,decreasing,increasing,station_direct
NorthNode,127.202316848,2175256319,2322348.318635495380,increasing,decreasing,station_retrograde
NorthNode,125.899611099,2176350542,2322360.983253187500,decreasing,increasing,station_direct
NorthNode,125.899656581,2176375557,2322361.272773076780,increasing,decreasing,station_retrograde
NorthNode,124.246968722,2177595926,2322375.397421988659,decreasing,increasing,station_direct
NorthNode,124.249032623,2177691203,2322376.500157270581,increasing,decreasing,station_retrograde
NorthNode,123.120043100,2178712381,2322388.319355264306,decreasing,increasing,station_direct
Venus,30.417969153,2178759110,2322388.860191090032,decreasing,increasing,station_direct
NorthNode,123.132361672,2178882318,2322390.286218999885,increasing,decreasing,station_retrograde
Mercury,84.062871534,2179529845,2322397.780735760927,increasing,decreasing,station_retrograde
NorthNode,121.931606984,2179936785,2322402.490697001107,decreasing,increasing,station_direct
NorthNode,121.984315420,2180249536,2322406.110496581532,increasing,decreasing,station_retrograde
NorthNode,121.405843458,2181065846,2322415.558524320833,decreasing,increasing,station_direct
NorthNode,121.470419412,2181418175,2322419.636414119042,increasing,decreasing,station_retrograde
Mercury,75.373206228,2181605238,2322421.801489815116,decreasing,increasing,station_direct
NorthNode,120.991991252,2182284608,2322429.664570540190,decreasing,increasing,station_direct
NorthNode,121.089817163,2182796375,2322435.587804418057,increasing,decreasing,station_retrograde
NorthNode,120.964293061,2183433051,2322442.956731545739,decreasing,increasing,station_direct
NorthNode,121.006686145,2183963279,2322449.093634742312,increasing,decreasing,station_retrograde
NorthNode,120.997296284,2184342763,2322453.485813901760,decreasing,increasing,station_direct
NorthNode,121.002253978,2184640922,2322456.936726165935,increasing,decreasing,station_retrograde
NorthNode,120.923946270,2185332710,2322464.943531963043,decreasing,increasing,station_direct
Uranus,236.124850306,2185346980,2322465.108693442307,decreasing,increasing,station_direct
NorthNode,120.985380857,2185805234,2322470.412554999813,increasing,decreasing,station_retrograde
Neptune,245.643879082,2186462479,2322478.019554973580,decreasing,increasing,station_direct
NorthNode,120.747036231,2186517618,2322478.657739874907,decreasing,increasing,station_direct
NorthNode,120.853757615,2186995164,2322484.184890934266,increasing,decreasing,station_retrograde
Saturn,47.989488703,2187587829,2322491.044440507889,increasing,decreasing,station_retrograde
NorthNode,120.256712756,2187863791,2322494.238447392359,decreasing,increasing,station_direct
NorthNode,120.308107552,2188166622,2322497.743433961645,increasing,decreasing,station_retrograde
Pluto,68.161835339,2188278023,2322499.032795443200,increasing,decreasing,station_retrograde
NorthNode,119.457761288,2189084826,2322508.370793815702,decreasing,increasing,station_direct
NorthNode,119.492542331,2189345076,2322511.382946704514,increasing,decreasing,station_retrograde
Mercury,203.859575136,2189866071,2322517.412985250354,increasing,decreasing,station_retrograde
NorthNode,118.234418633,2190392326,2322523.503902689554,decreasing,increasing,station_direct
NorthNode,118.239179258,2190511205,2322524.879815237597,increasing,decreasing,station_retrograde
NorthNode,116.755093213,2191660604,2322538.183049320243,decreasing,increasing,station_direct
NorthNode,116.755144866,2191688005,2322538.500183046795,increasing,decreasing,station_retrograde
Mercury,188.381509023,2191699836,2322538.637118324637,decreasing,increasing,station_direct
NorthNode,115.268346140,2192844348,2322551.883782363497,decreasing,increasing,station_direct
NorthNode,115.269837807,2192923619,2322552.801276786253,increasing,decreasing,station_retrograde
NorthNode,113.798798610,2194026645,2322565.567781127058,decreasing,increasing,station_direct
NorthNode,113.821093401,2194242523,2322568.066364625469,increasing,decreasing,station_retrograde
Jupiter,128.617617625,2195041386,2322577.312460578978,increasing,decreasing,station_retrograde
NorthNode,112.833803610,2195186565,2322578.992777337320,decreasing,increasing,station_direct
NorthNode,112.877794713,2195459222,2322582.148534994572,increasing,decreasing,station_retrograde
NorthNode,112.083921258,2196373398,2322592.729268410243,decreasing,increasing,station_direct
Mars,133.336634071,2196717302,2322596.709641856141,increasing,decreasing,station_retrograde
NorthNode,112.192948974,2196819433,2322597.891711224802,increasing,decreasing,station_retrograde
NorthNode,111.876588937,2197547976,2322606.323923204094,decreasing,increasing,station_direct
NorthNode,111.951088573,2198003384,2322611.594854976051,increasing,decreasing,station_retrograde
NorthNode,111.818112984,2198727139,2322619.971639583819,decreasing,increasing,station_direct
NorthNode,111.838495503,2199209027,2322625.549054602161,increasing,decreasing,station_retrograde
Saturn,41.075796650,2199228129,2322625.770133204758,decreasing,increasing,station_direct
Mercury,308.713514426,2199291268,2322626.500915758312,increasing,decreasing,station_retrograde
NorthNode,111.837276340,2199385313,2322627.589394621551,decreasing,increasing,station_direct
NorthNode,111.872963752,2199923460,2322633.817947243340,increasing,decreasing,station_retrograde
NorthNode,111.751988194,2200557009,2322641.150694853626,decreasing,increasing,station_direct
NorthNode,111.861664577,2201083577,2322647.245227647014,increasing,decreasing,station_retrograde
Mercury,292.857721143,2201092624,2322647.349944598973,decreasing,increasing,station_direct
NorthNode,111.355625166,2201940855,2322657.167434259318,decreasing,increasing,station_direct
NorthNode,111.425269022,2202292626,2322661.238858647645,increasing,decreasing,station_retrograde
Pluto,66.169302799,2202464702,2322663.230468905531,decreasing,increasing,station_direct
NorthNode,110.784614970,2203120856,2322670.824846051633,decreasing,increasing,station_direct
NorthNode,110.840190443,2203431761,2322674.423290081322,increasing,decreasing,station_retrograde
Mars,113.933826323,2203642100,2322676.857767016627,decreasing,increasing,station_direct
Uranus,244.639712647,2204090466,2322682.047188463621,increasing,decreasing,station_retrograde
Neptune,250.594159596,2204371783,2322685.303170657717,increasing,decreasing,station_retrograde
NorthNode,109.556586682,2204482825,2322686.588376696222,decreasing,increasing,station_direct
NorthNode,109.567993583,2204644841,2322688.463564004749,increasing,decreasing,station_retrograde
Jupiter,118.569087834,2205446408,2322697.740959703922,decreasing,increasing,station_direct
NorthNode,108.343198004,2205691611,2322700.578958989121,decreasing,increasing,station_direct
NorthNode,108.344500334,2205772545,2322701.515691175126,increasing,decreasing,station_retrograde
NorthNode,106.688917829,2206980042,2322715.491351637989,decreasing,increasing,station_direct
NorthNode,106.689053966,2207015940,2322715.906836234033,increasing,decreasing,station_retrograde
NorthNode,105.372984698,2208112327,2322728.596506343223,decreasing,increasing,station_direct
NorthNode,105.381167901,2208265724,2322730.371929382905,increasing,decreasing,station_retrograde
NorthNode,104.149066985,2209317809,2322742.548846642487,decreasing,increasing,station_direct
Mercury,64.104776060,2209386216,2322743.340595640242,increasing,decreasing,station_retrograde
NorthNode,104.174456829,2209540499,2322745.126276685856,increasing,decreasing,station_retrograde
NorthNode,103.343019863,2210460610,2322755.775710563175,decreasing,increasing,station_direct
NorthNode,103.419861900,2210836290,2322760.123850361444,increasing,decreasing,station_retrograde
Mercury,55.460579637,2211447151,2322767.193999268115,decreasing,increasing,station_direct
NorthNode,102.902205329,2211668903,2322769.760577899404,decreasing,increasing,station_direct
NorthNode,102.973318985,2212063856,2322774.331788615324,increasing,decreasing,station_retrograde
NorthNode,102.711404989,2212816286,2322783.040471965447,decreasing,increasing,station_direct
NorthNode,102.798435697,2213400575,2322789.803080607206,increasing,decreasing,station_retrograde
NorthNode,102.745645191,2214031330,2322797.103484900668,decreasing,increasing,station_direct
NorthNode,102.747718460,2214260139,2322799.751737616956,increasing,decreasing,station_retrograde
NorthNode,102.741347890,2214589757,2322803.566755343229,decreasing,increasing,station_direct
NorthNode,102.791936956,2215174605,2322810.335837461986,increasing,decreasing,station_retrograde
NorthNode,102.584881882,2215956568,2322819.386326657608,decreasing,increasing,station_direct
NorthNode,102.664621820,2216405501,2322824.582318548113,increasing,decreasing,station_retrograde
NorthNode,102.336462167,2217125279,2322832.913075834513,decreasing,increasing,station_direct
Uranus,240.594659017,2217298942,2322834.923064368777,decreasing,increasing,station_direct
NorthNode,102.420625401,2217525502,2322837.545285264961,increasing,decreasing,station_retrograde
Neptune,247.820564199,2218218598,2322845.567237990908,decreasing,increasing,station_direct
NorthNode,101.528448746,2218505280,2322848.885307391174,decreasing,increasing,station_direct
NorthNode,101.565788898,2218767708,2322851.922673201188,increasing,decreasing,station_retrograde
NorthNode,100.699083350,2219672807,2322862.398354455829,decreasing,increasing,station_direct
NorthNode,100.715666347,2219867703,2322864.654097669758,increasing,decreasing,station_retrograde
Pluto,69.141060003,2219922483,2322865.288119059987,increasing,decreasing,station_retrograde
Mercury,187.403205200,2219933554,2322865.416258454323,increasing,decreasing,station_retrograde
Saturn,61.957709435,2220380514,2322870.589414037764,increasing,decreasing,station_retrograde
NorthNode,99.085811163,2221046963,2322878.302934844047,decreasing,increasing,station_direct
NorthNode,99.086673469,2221114166,2322879.080749786459,increasing,decreasing,station_retrograde
Mercury,172.488063715,2221835268,2322887.426836654544,decreasing,increasing,station_direct
NorthNode,97.820535367,2222204291,2322891.697937751189,decreasing,increasing,station_direct
NorthNode,97.820619463,2222236205,2322892.067318284884,increasing,decreasing,station_retrograde
NorthNode,96.113164248,2223448092,2322906.093783750199,decreasing,increasing,station_direct
NorthNode,96.120129533,2223584551,2322907.673176612705,increasing,decreasing,station_retrograde
NorthNode,95.046593490,2224549860,2322918.845723285340,decreasing,increasing,station_direct
NorthNode,95.083311078,2224810264,2322921.859661185183,increasing,decreasing,station_retrograde
Venus,257.693283244,2225444393,2322929.199123190716,increasing,decreasing,station_retrograde
NorthNode,94.085258862,2225788318,2322933.179733398370,decreasing,increasing,station_direct
NorthNode,94.148994351,2226117959,2322936.995021486655,increasing,decreasing,station_retrograde
NorthNode,93.660198064,2226906710,2322946.124088142067,decreasing,increasing,station_direct
NorthNode,93.772289641,2227392792,2322951.750028654933,increasing,decreasing,station_retrograde
NorthNode,93.528615283,2228144851,2322960.454417221248,decreasing,increasing,station_direct
NorthNode,93.584827229,2228651567,2322966.319183790125,increasing,decreasing,station_retrograde
Venus,242.404943059,2228981208,2322970.134473161772,decreasing,increasing,station_direct
NorthNode,93.556737832,2229205771,2322972.733582239598,decreasing,increasing,station_direct
Jupiter,159.539216566,2229216982,2322972.863347217441,increasing,decreasing,station_retrograde
NorthNode,93.556833502,2229278776,2322973.578552149236,increasing,decreasing,station_retrograde
Mercury,292.685590650,2229435882,2322975.396906532347,increasing,decreasing,station_retrograde
NorthNode,93.497331851,2229975406,2322981.641396959312,decreasing,increasing,station_direct
NorthNode,93.576244021,2230515227,2322987.889329565689,increasing,decreasing,station_retrograde
Mercury,276.520874193,2231187371,2322995.668769076467,decreasing,increasing,station_direct
NorthNode,93.356960717,2231188353,2322995.680134739727,decreasing,increasing,station_direct
NorthNode,93.452095976,2231626371,2323000.749788428657,increasing,decreasing,station_retrograde
Saturn,55.016164514,2231972350,2323004.754174903035,decreasing,increasing,station_direct
NorthNode,92.724707890,2232551672,2323011.459290492348,decreasing,increasing,station_direct
NorthNode,92.789195772,2232881742,2323015.279546358623,increasing,decreasing,station_retrograde
NorthNode,92.034024450,2233732362,2323025.124684941024,decreasing,increasing,station_direct
NorthNode,92.064220786,2233969627,2323027.870812574401,increasing,decreasing,station_retrograde
Pluto,67.145370226,2234104562,2323029.432556354441,decreasing,increasing,station_direct
NorthNode,90.455808727,2235115645,2323041.134906521067,decreasing,increasing,station_direct
NorthNode,90.460208460,2235233481,2323042.498750911094,increasing,decreasing,station_retrograde
Uranus,249.070882219,2236038020,2323051.810539090075,increasing,decreasing,station_retrograde
Neptune,252.772440775,2236124443,2323052.810807214119,increasing,decreasing,station_retrograde
NorthNode,89.274288944,2236283282,2323054.649223349057,decreasing,increasing,station_direct
NorthNode,89.274324477,2236306808,2323054.921516636387,increasing,decreasing,station_retrograde
NorthNode,87.400902704,2237570174,2323069.543804615736,decreasing,increasing,station_direct
NorthNode,87.403273552,2237665995,2323070.652846431360,increasing,decreasing,station_retrograde
NorthNode,86.342877802,2238647390,2323082.011580763385,decreasing,increasing,station_direct
NorthNode,86.360516077,2238844823,2323084.296684600413,increasing,decreasing,station_retrograde
Mercury,44.700119516,2239257417,2323089.072080083191,increasing,decreasing,station_retrograde
Jupiter,149.541463690,2239756239,2323094.845484204590,decreasing,increasing,station_direct
NorthNode,85.119959529,2239907691,2323096.598398853093,decreasing,increasing,station_direct
NorthNode,85.167978672,2240201651,2323100.000718108378,increasing,decreasing,station_retrograde
NorthNode,84.617747040,2241003797,2323109.284817505628,decreasing,increasing,station_direct
Mercury,35.240851558,2241315126,2323112.888155780733,decreasing,increasing,station_direct
NorthNode,84.702391163,2241409498,2323113.980422745459,increasing,decreasing,station_retrograde
NorthNode,84.272812394,2242256357,2323123.782033617608,decreasing,increasing,station_direct
NorthNode,84.350589675,2242727449,2323129.234490717761,increasing,decreasing,station_retrograde
NorthNode,84.238136115,2243368190,2323136.650469400920,decreasing,increasing,station_direct
NorthNode,84.278563121,2243976873,2323143.695421562530,increasing,decreasing,station_retrograde
NorthNode,84.277854126,2244132485,2323145.496481066570,decreasing,increasing,station_direct
NorthNode,84.295299251,2244618499,2323151.121638159268,increasing,decreasing,station_retrograde
NorthNode,84.215399043,2245248723,2323158.415900401771,decreasing,increasing,station_direct
NorthNode,84.284614572,2245732400,2323164.014010648243,increasing,decreasing,station_retrograde
NorthNode,83.947674533,2246543852,2323173.405819833279,decreasing,increasing,station_direct
NorthNode,84.039907172,2246981088,2323178.466428726912,increasing,decreasing,station_retrograde
NorthNode,83.545533586,2247770506,2323187.603205372579,decreasing,increasing,station_direct
NorthNode,83.599331890,2248083718,2323191.228339671157,increasing,decreasing,station_retrograde
NorthNode,82.522868217,2249109128,2323203.096518717706,decreasing,increasing,station_direct
Uranus,245.036680421,2249258341,2323204.823513035662,decreasing,increasing,station_direct
NorthNode,82.548172892,2249338030,2323205.745847047307,increasing,decreasing,station_retrograde
Neptune,250.000136752,2249966218,2323213.016536203213,decreasing,increasing,station_direct
Mercury,170.470840160,2249979132,2323213.166002795100,increasing,decreasing,station_retrograde
NorthNode,81.540426698,2250299367,2323216.872428119183,decreasing,increasing,station_direct
NorthNode,81.545327378,2250422756,2323218.300548101775,increasing,decreasing,station_retrograde
Pluto,70.122972463,2251567526,2323231.550193182193,increasing,decreasing,station_retrograde
NorthNode,79.795881165,2251667882,2323232.711725129746,decreasing,increasing,station_direct
NorthNode,79.795893490,2251684632,2323232.905589863658,increasing,decreasing,station_retrograde
Mercury,156.363608878,2251950295,2323235.980398610234,decreasing,increasing,station_direct
NorthNode,78.593275095,2252758243,2323245.331642063335,decreasing,increasing,station_direct
NorthNode,78.594808609,2252840595,2323246.284788123332,increasing,decreasing,station_retrograde
Saturn,76.099228138,2253178622,2323250.197139881551,increasing,decreasing,station_retrograde
NorthNode,76.938950425,2254018802,2323259.921442851424,decreasing,increasing,station_direct
NorthNode,76.959144625,2254224842,2323262.306165272370,increasing,decreasing,station_retrograde
NorthNode,76.119953104,2255106787,2323272.513871095143,decreasing,increasing,station_direct
NorthNode,76.167728003,2255394728,2323275.846518188715,increasing,decreasing,station_retrograde
NorthNode,75.299338255,2256360440,2323287.023740356788,decreasing,increasing,station_direct
NorthNode,75.390261549,2256771357,2323291.779725643806,increasing,decreasing,station_retrograde
NorthNode,75.093848012,2257471344,2323299.881428056397,decreasing,increasing,station_direct
NorthNode,75.182623561,2257963034,2323305.572278462350,increasing,decreasing,station_retrograde
NorthNode,75.038444191,2258713132,2323314.253967405297,decreasing,increasing,station_direct
NorthNode,75.058183968,2259203858,2323319.933673584834,increasing,decreasing,station_retrograde
NorthNode,75.057910740,2259310397,2323321.166760683991,decreasing,increasing,station_direct
Mercury,276.780263432,2259581244,2323324.301566600800,increasing,decreasing,station_retrograde
NorthNode,75.087559123,2259843641,2323327.338559556752,increasing,decreasing,station_retrograde
NorthNode,74.943887022,2260542297,2323335.424859079532,decreasing,increasing,station_direct
NorthNode,75.056272402,2261075675,2323341.598215254024,increasing,decreasing,station_retrograde
Mercury,260.492704064,2261300183,2323344.196690835059,decreasing,increasing,station_direct
NorthNode,74.659030588,2261846047,2323350.514564942569,decreasing,increasing,station_direct
NorthNode,74.732001852,2262204366,2323354.661766847596,increasing,decreasing,station_retrograde
Mars,166.762768608,2262770575,2323361.215114300139,increasing,decreasing,station_retrograde
NorthNode,73.901222426,2263126790,2323365.337970847264,decreasing,increasing,station_direct
Jupiter,189.553620914,2263351422,2323367.937885925174,increasing,decreasing,station_retrograde
NorthNode,73.955992103,2263433212,2323368.884525344707,increasing,decreasing,station_retrograde
NorthNode,72.932805412,2264380051,2323379.843312951736,decreasing,increasing,station_direct
NorthNode,72.945592539,2264547877,2323381.785740558058,increasing,decreasing,station_retrograde
Saturn,69.137839230,2264737203,2323383.977016732097,decreasing,increasing,station_direct
NorthNode,71.317235948,2265708260,2323395.216104148887,decreasing,increasing,station_direct
Pluto,68.123829386,2265744178,2323395.631819083355,decreasing,increasing,station_direct
NorthNode,71.318173398,2265779674,2323396.042648004368,increasing,decreasing,station_retrograde
NorthNode,69.988618410,2266880537,2323408.784118914045,decreasing,increasing,station_direct
NorthNode,69.988769626,2266917566,2323409.212693941779,increasing,decreasing,station_retrograde
Neptune,254.954074734,2267865153,2323420.180141576566,increasing,decreasing,station_retrograde
Uranus,253.474711269,2267973636,2323421.435723607428,increasing,decreasing,station_retrograde
NorthNode,68.269360705,2268117311,2323423.098633833230,decreasing,increasing,station_direct
NorthNode,68.279592734,2268280350,2323424.985655345954,increasing,decreasing,station_retrograde
Mercury,26.100914026,2269183895,2323435.443354040384,increasing,decreasing,station_retrograde
NorthNode,67.301965920,2269224036,2323435.907948369160,decreasing,increasing,station_direct
NorthNode,67.330967043,2269457543,2323438.610581174493,increasing,decreasing,station_retrograde
Mars,147.359987540,2269778276,2323442.322762287222,decreasing,increasing,station_direct
NorthNode,66.309726527,2270458794,2323450.199136032723,decreasing,increasing,station_direct
NorthNode,66.389064938,2270837042,2323454.577005201951,increasing,decreasing,station_retrograde
Mercury,15.256213877,2271231383,2323459.141138464212,decreasing,increasing,station_direct
NorthNode,65.990592046,2271584306,2323463.225894746371,decreasing,increasing,station_direct
NorthNode,66.069053320,2272003971,2323468.083127541468,increasing,decreasing,station_retrograde
NorthNode,65.790370664,2272808756,2323477.397771267220,decreasing,increasing,station_direct
NorthNode,65.860995843,2273379145,2323483.999493800104,increasing,decreasing,station_retrograde
NorthNode,65.831922742,2273946835,2323490.569976280443,decreasing,increasing,station_direct
Jupiter,179.615920858,2273987162,2323491.036721862853,decreasing,increasing,station_direct
NorthNode,65.832051105,2274031863,2323491.554101967253,increasing,decreasing,station_retrograde
NorthNode,65.811541177,2274557258,2323497.635062895715,decreasing,increasing,station_direct
NorthNode,65.883746700,2275165650,2323504.676628040150,increasing,decreasing,station_retrograde
Venus,113.816310437,2275769649,2323511.667356507853,increasing,decreasing,station_retrograde
NorthNode,65.666745956,2275910138,2323513.293389124796,decreasing,increasing,station_direct
NorthNode,65.737951123,2276323977,2323518.083192045800,increasing,decreasing,station_retrograde
NorthNode,65.316477118,2277117680,2323527.269571545534,decreasing,increasing,station_direct
NorthNode,65.402641628,2277520357,2323531.930183882825,increasing,decreasing,station_retrograde
NorthNode,64.618634062,2278434365,2323542.508983241394,decreasing,increasing,station_direct
NorthNode,64.650037471,2278678495,2323545.334564926103,increasing,decreasing,station_retrograde
Venus,97.313080609,2279495774,2323554.793810421601,decreasing,increasing,station_direct
NorthNode,63.575465873,2279684686,2323556.980291241780,decreasing,increasing,station_direct
NorthNode,63.588803501,2279868481,2323559.107540979981,increasing,decreasing,station_retrograde
Mercury,152.902777391,2279998728,2323560.615028955042,increasing,decreasing,station_retrograde
NorthNode,62.274999684,2280956972,2323571.705816647038,decreasing,increasing,station_direct
NorthNode,62.275657607,2281018120,2323572.413551912643,increasing,decreasing,station_retrograde
Uranus,249.451285796,2281205123,2323574.577937112190,decreasing,increasing,station_direct
Neptune,252.183221629,2281716595,2323580.497753326781,decreasing,increasing,station_direct
Mercury,139.883678073,2282032136,2323584.149845950305,decreasing,increasing,station_direct
NorthNode,60.737708779,2282208729,2323586.193754116073,decreasing,increasing,station_direct
NorthNode,60.737973756,2282256594,2323586.747738520615,increasing,decreasing,station_retrograde
Pluto,71.107754519,2283202254,2323597.692878604867,increasing,decreasing,station_retrograde
NorthNode,59.427380868,2283352636,2323599.433409576304,decreasing,increasing,station_direct
NorthNode,59.433615334,2283484069,2323600.954624689184,increasing,decreasing,station_retrograde
NorthNode,58.131191771,2284550179,2323613.293862169608,decreasing,increasing,station_direct
NorthNode,58.172145333,2284826851,2323616.496083405800,increasing,decreasing,station_retrograde
NorthNode,57.414129932,2285700548,2323626.608315795660,decreasing,increasing,station_direct
Saturn,90.325893832,2285974664,2323629.780964538455,increasing,decreasing,station_retrograde
NorthNode,57.471914671,2286018214,2323630.285012307577,increasing,decreasing,station_retrograde
NorthNode,56.869726670,2286898161,2323640.469587004744,decreasing,increasing,station_direct
NorthNode,56.982072022,2287392744,2323646.193923496641,increasing,decreasing,station_retrograde
NorthNode,56.789027103,2288066231,2323653.988914872520,decreasing,increasing,station_direct
NorthNode,56.846593812,2288564005,2323659.750189883634,increasing,decreasing,station_retrograde
NorthNode,56.806196177,2289199856,2323667.109574283473,decreasing,increasing,station_direct
NorthNode,56.806248645,2289260141,2323667.807312711142,increasing,decreasing,station_retrograde
Mercury,260.951082149,2289721007,2323673.141410991549,increasing,decreasing,station_retrograde
NorthNode,56.750645958,2289950920,2323675.802446870133,decreasing,increasing,station_direct
NorthNode,56.813059373,2290441457,2323681.479950455017,increasing,decreasing,station_retrograde
NorthNode,56.596437651,2291123434,2323689.373201993294,decreasing,increasing,station_direct
Mercury,244.666194439,2291427782,2323692.895751439035,decreasing,increasing,station_direct
NorthNode,56.711344760,2291608214,2323694.984080621973,increasing,decreasing,station_retrograde
NorthNode,56.044649592,2292500093,2323705.306757946499,decreasing,increasing,station_direct
NorthNode,56.101149189,2292807156,2323708.860728488304,increasing,decreasing,station_retrograde
NorthNode,55.260371694,2293695889,2323719.146991755813,decreasing,increasing,station_direct
NorthNode,55.297056431,2293955581,2323722.152687030844,increasing,decreasing,station_retrograde
NorthNode,53.862907537,2295040834,2323734.713484298438,decreasing,increasing,station_direct
NorthNode,53.867146322,2295153595,2323736.018582224846,increasing,decreasing,station_retrograde
NorthNode,52.437814552,2296275634,2323749.005151290447,decreasing,increasing,station_direct
NorthNode,52.437838311,2296296613,2323749.247967620380,increasing,decreasing,station_retrograde
Pluto,69.105048570,2297394805,2323761.958518936299,decreasing,increasing,station_direct
NorthNode,50.821908719,2297486710,2323763.022235216573,decreasing,increasing,station_direct
