body,startCelestialTimeDegrees,endCelestialTimeDegrees,startOffsetSeconds,endOffsetSeconds,startJulianDay,endJulianDay,userFacingMotion
NorthNode,317.040285490,316.972234699,2875254470,2875901918,2509097.550010805018,2509105.043619782664,retrograde
NorthNode,316.978162694,316.970126364,2876218315,2876576433,2509108.705621073954,2509112.850510854274,retrograde
NorthNode,317.018817396,316.889529672,2877143208,2877780079,2509119.410396721214,2509126.781597759575,retrograde
NorthNode,316.977949621,316.466985238,2878259817,2879138973,2509132.334117373452,2509142.509530334733,retrograde
NorthNode,316.541072719,315.958116966,2879510555,2880315449,2509146.810248819180,2509156.126152491197,retrograde
NorthNode,316.005331328,314.642384389,2880606258,2881696103,2509159.491998925805,2509172.105947610922,retrograde
Pluto,90.384069216,88.334532591,2880698109,2894831876,2509160.555088506080,2509324.140358376317,retrograde
NorthNode,314.654793016,313.549426369,2881866430,2882864533,2509174.077321176417,2509185.629445008934,retrograde
NorthNode,313.550745104,311.636885561,2882943706,2884205355,2509186.545797173865,2509201.148211575113,retrograde
Mercury,240.796061161,224.731521261,2883657025,2885395508,2509194.801802746952,2509214.923136390746,retrograde
Venus,254.330419085,238.989343907,2884074899,2887623075,2509199.638311022893,2509240.705156648532,retrograde
NorthNode,311.637101735,310.438313462,2884247537,2885282443,2509201.636434042826,2509213.614509934559,retrograde
NorthNode,310.446428244,308.945353719,2885429661,2886540880,2509215.318421371281,2509228.179758109152,retrograde
NorthNode,308.980579711,308.253310931,2886790130,2887635589,2509231.064587472938,2509240.849998190068,retrograde
NorthNode,308.334228296,307.736135066,2888006559,2888887128,2509245.143629223108,2509255.335402724333,retrograde
Jupiter,164.623029259,154.621032770,2888569326,2899091850,2509251.657138995826,2509373.445612356067,retrograde
NorthNode,307.824035222,307.640015834,2889326858,2890000305,2509260.424871225841,2509268.219389995560,retrograde
NorthNode,307.709164727,307.693141643,2890590020,2891030460,2509275.044804774225,2509280.142482993193,retrograde
Saturn,196.437255603,189.663219460,2890819758,2902710628,2509277.703801773489,2509415.329614982009,retrograde
NorthNode,307.695613475,307.638840627,2891250666,2891860462,2509282.691170458682,2509289.748993502930,retrograde
NorthNode,307.710144258,307.375332860,2892365158,2893172421,2509295.590380059555,2509304.933705516160,retrograde
Mercury,346.063978335,331.447412512,2893021017,2894936340,2509303.181344330311,2509325.349429197609,retrograde
NorthNode,307.475047877,306.971054867,2893615493,2894394188,2509310.061845635995,2509319.074519947171,retrograde
NorthNode,307.031755447,305.884877982,2894716523,2895747081,2509322.805249708705,2509334.733006089926,retrograde
NorthNode,305.910826307,304.875818533,2895973703,2896931960,2509337.355941506103,2509348.446885026060,retrograde
NorthNode,304.880723776,303.085516659,2897054746,2898306347,2509349.868016220629,2509364.354137256742,retrograde
Uranus,281.915777080,277.928371039,2897797835,2911087074,2509358.468585456721,2509512.279221261851,retrograde
NorthNode,303.085524116,301.901700270,2898320446,2899390782,2509364.517321561463,2509376.905475744978,retrograde
Neptune,293.866677714,291.088640325,2898630719,2912479825,2509368.108441443183,2509528.399019814096,retrograde
NorthNode,301.903395512,300.299313762,2899476815,2900653844,2509377.901221089065,2509391.524244479835,retrograde
NorthNode,300.318281543,299.517277654,2900857497,2901739911,2509393.881344396621,2509404.094464604743,retrograde
NorthNode,299.562198217,298.734586047,2902027761,2902995933,2509407.426062192768,2509418.631750131026,retrograde
NorthNode,298.814453397,298.515950994,2903392385,2904102638,2509423.220322702080,2509431.440842753276,retrograde
Mercury,108.179775576,98.842033502,2903590448,2905677929,2509425.512710854411,2509449.673380494118,retrograde
NorthNode,298.601467542,298.433273194,2904585883,2905348443,2509437.033957015723,2509445.859876842238,retrograde
NorthNode,298.469231401,298.468099880,2905918756,2906096288,2509452.460728843696,2509454.515489039943,retrograde
NorthNode,298.476470973,298.394180747,2906472570,2907150271,2509458.870609136298,2509466.714369539171,retrograde
NorthNode,298.485909804,298.215888163,2907710042,2908439999,2509473.193197545595,2509481.641776328906,retrograde
NorthNode,298.289512357,297.656445621,2908832309,2909719754,2509486.182407304645,2509496.453755415976,retrograde
NorthNode,297.724080743,296.914068981,2910069174,2910964505,2509500.497966270894,2509510.860596361570,retrograde
NorthNode,296.937239535,295.503985965,2911178937,2912291263,2509513.342449718155,2509526.216597734950,retrograde
Pluto,91.438300203,89.382421209,2912353944,2926474722,2509526.942067448981,2509690.377004439943,retrograde
NorthNode,295.509043099,294.262340055,2912419138,2913494203,2509527.696627111174,2509540.139508576132,retrograde
NorthNode,294.262369643,292.447399508,2913515815,2914757986,2509540.389648240991,2509554.766627915204,retrograde
Mercury,224.838248915,209.046323831,2913759192,2915544232,2509543.206510223448,2509563.866701647639,retrograde
NorthNode,292.450199983,291.336469844,2914861327,2915852948,2509555.962706109509,2509567.439802373759,retrograde
NorthNode,291.352980505,290.057535310,2916038797,2917096878,2509569.590833715163,2509581.837139717303,retrograde
NorthNode,290.120826511,289.572677628,2917423623,2918209905,2509585.618905347772,2509594.719395080581,retrograde
NorthNode,289.653008340,289.211859597,2918594294,2919444460,2509599.168336315081,2509609.008227424696,retrograde
NorthNode,289.307376451,289.227890506,2919976309,2920580332,2509615.163881920278,2509622.154896140099,retrograde
NorthNode,289.243323758,289.242756097,2921024807,2921161959,2509627.299275068566,2509628.886686181650,retrograde
NorthNode,289.295424908,289.119507063,2921802156,2922519114,2509636.296376115642,2509644.594494947232,retrograde
Jupiter,194.729146938,184.787227609,2922707613,2933331940,2509646.776195690036,2509769.742942512035,retrograde
NorthNode,289.197200906,288.778299069,2922953150,2923739785,2509649.618068177253,2509658.722631582990,retrograde
Mercury,329.650576142,314.221101392,2923140794,2924991373,2509651.789872199297,2509673.208602100611,retrograde
Saturn,208.800295469,202.063988520,2923425781,2935390808,2509655.088331386447,2509793.572437047958,retrograde
NorthNode,288.878188480,288.084272185,2924158769,2925054333,2509663.571983112022,2509673.937312858179,retrograde
NorthNode,288.121359624,286.958693421,2925308308,2926320931,2509676.876839211211,2509688.597007817589,retrograde
NorthNode,286.973555573,285.625045211,2926507903,2927584924,2509690.761038467288,2509703.226558266208,retrograde
NorthNode,285.625747550,283.997061769,2927646746,2928847617,2509703.942090204917,2509717.841063373722,retrograde
NorthNode,283.997410444,282.710856710,2928899670,2929981149,2509718.443525891751,2509730.960644994862,retrograde
Uranus,286.147367463,282.169330302,2929725193,2943019859,2509727.998187183402,2509881.871635434218,retrograde
NorthNode,282.717571508,281.413943889,2930116266,2931188765,2509732.524503976107,2509744.937683320604,retrograde
Neptune,296.062683644,293.285163654,2930380827,2944230706,2509735.586544531398,2509895.886069643311,retrograde
NorthNode,281.454664397,280.742722137,2931467109,2932330382,2509748.159254119731,2509758.150843901560,retrograde
Mars,276.627448907,263.134472469,2932295326,2938198192,2509757.745098094456,2509826.065312935971,retrograde
NorthNode,280.798404123,280.214243650,2932649145,2933536248,2509761.840223191306,2509772.107621348463,retrograde
Mercury,88.140251221,79.530696829,2933464362,2935536773,2509771.275609999895,2509795.261843636632,retrograde
NorthNode,280.317631627,280.128950981,2934022353,2934695268,2509777.733837754466,2509785.522209920920,retrograde
Venus,112.038290919,95.522859828,2934475874,2938203912,2509782.982922049239,2509826.131517151371,retrograde
NorthNode,280.186839648,280.130376596,2935188029,2935884692,2509791.225465055555,2509799.288682905026,retrograde
NorthNode,280.130722713,280.104861309,2936003988,2936565411,2509800.669430552982,2509807.167376146652,retrograde
NorthNode,280.152454098,279.994496338,2937068518,2937735587,2509812.990373042412,2509820.711089490913,retrograde
NorthNode,280.099505179,279.603261735,2938245843,2939099370,2509826.616824953817,2509836.495605441742,retrograde
NorthNode,279.662762459,278.986947286,2939433135,2940293927,2509840.358630113304,2509850.321502880193,retrograde
NorthNode,279.035620042,277.864945271,2940595518,2941627819,2509853.812143438496,2509865.760065852664,retrograde
NorthNode,277.874688005,276.581662003,2941782415,2942862621,2509867.549376572482,2509880.051759506576,retrograde
NorthNode,276.582702881,275.046658194,2942938247,2944116642,2509880.927057339810,2509894.565889802761,retrograde
Mercury,208.662599941,193.285148903,2943842514,2945689067,2509891.393104344606,2509912.765250660479,retrograde
Pluto,92.497408903,90.434966508,2944012390,2958117065,2509893.359271832742,2510056.607817239128,retrograde
NorthNode,275.046845968,273.606043056,2944156362,2945277541,2509895.025611159392,2509908.002215186134,retrograde
NorthNode,273.615903307,272.446335590,2945439875,2946455372,2509909.881087594666,2509921.634516546503,retrograde
NorthNode,272.475407132,271.559705153,2946685503,2947623890,2509924.298076010309,2509935.159031406976,retrograde
NorthNode,271.649733951,271.179938094,2948017682,2948810292,2509939.716813685372,2509948.890537327155,retrograde
NorthNode,271.258301666,271.010527915,2949221900,2949978026,2509953.654522612691,2509962.405985688791,retrograde
NorthNode,271.087677226,271.072071487,2950590966,2951035698,2509969.500193251297,2509974.647558235563,retrograde
NorthNode,271.072894828,271.030203150,2951187269,2951767842,2509976.401851936243,2509983.121442349628,retrograde
NorthNode,271.116986328,270.767421094,2952335370,2953154183,2509989.690057553351,2509999.167054622434,retrograde
Mercury,313.496375958,297.555004374,2953278906,2955069570,2510000.610607735813,2510021.335888929665,retrograde
NorthNode,270.849383287,270.361080796,2953555146,2954325679,2510003.807836499065,2510012.726036542095,retrograde
NorthNode,270.437997541,269.268227633,2954684688,2955706136,2510016.881235625595,2510028.703550161794,retrograde
NorthNode,269.290653257,268.188911768,2955913384,2956893854,2510031.102254735306,2510042.450287428685,retrograde
Saturn,220.884397122,214.182953332,2956014513,2968047422,2510032.272724337876,2510171.542511232197,retrograde
Jupiter,224.698609786,214.807650597,2956884680,2967553562,2510042.344105757773,2510165.826533325016,retrograde
NorthNode,268.194517190,266.443247833,2957025298,2958242664,2510043.971628432162,2510058.061516396701,retrograde
NorthNode,266.443256454,265.111222688,2958256869,2959363648,2510058.225920582190,2510071.035860950127,retrograde
NorthNode,265.114116337,263.654650940,2959469317,2960587135,2510072.258889676072,2510085.196595556103,retrograde
NorthNode,263.672104029,262.749987399,2960778091,2961711333,2510087.406733515672,2510098.208149375394,retrograde
Uranus,290.353304448,286.384254302,2961653905,2974956093,2510097.543470631354,2510251.503980471753,retrograde
NorthNode,262.811828983,262.130859344,2962044204,2962933699,2510102.060815960169,2510112.355896815658,retrograde
Neptune,298.261789377,295.484546215,2962139333,2975976435,2510103.161844867282,2510263.313488396816,retrograde
NorthNode,262.200540026,261.864344340,2963303400,2964067967,2510116.634844267741,2510125.484002849087,retrograde
Mercury,68.237804561,59.504272733,2963319640,2965379346,2510116.822813794017,2510140.661996491253,retrograde
NorthNode,261.965408074,261.853165377,2964614357,2965294765,2510131.807957122102,2510139.683049080893,retrograde
NorthNode,261.876770681,261.876698797,2965829607,2965901194,2510145.873348341323,2510146.701906972565,retrograde
NorthNode,261.896581402,261.768594017,2966428749,2967176222,2510152.807863526046,2510161.459175246768,retrograde
NorthNode,261.846739161,261.593056314,2967665978,2968356879,2510167.127649510279,2510175.124182583764,retrograde
NorthNode,261.680302060,260.929988437,2968780795,2969729772,2510180.030626589432,2510191.014147523791,retrograde
NorthNode,260.979089022,260.233398086,2970030006,2970895280,2510194.489083375782,2510204.503829216585,retrograde
NorthNode,260.258612583,258.742413146,2971124054,2972274887,2510207.151669516228,2510220.471497794613,retrograde
NorthNode,258.745497582,257.573810745,2972380061,2973444189,2510221.688797411509,2510234.005088940263,retrograde
NorthNode,257.573829922,255.804951020,2973463721,2974716100,2510234.231149414554,2510248.726283208467,retrograde
Mercury,192.133800716,177.364098151,2973905755,2975821455,2510239.347289711237,2510261.519739426672,retrograde
NorthNode,255.807519534,254.709577452,2974814099,2975803869,2510249.860524713993,2510261.316199372523,retrograde
Pluto,93.561863999,91.492936537,2975655164,2989771680,2510259.595078513958,2510422.980676661246,retrograde
NorthNode,254.729589847,253.533615261,2976011233,2977053830,2510263.716251028702,2510275.783342677169,retrograde
NorthNode,253.583309712,252.995914059,2977347151,2978159325,2510279.178256425075,2510288.578423975967,retrograde
NorthNode,253.093713718,252.697577393,2978586767,2979404870,2510293.525671754032,2510302.994456334040,retrograde
NorthNode,252.774792551,252.673774859,2979876906,2980522381,2510308.457829635590,2510315.928606093861,retrograde
NorthNode,252.696978642,252.696507947,2981037716,2981166570,2510321.893130219541,2510323.384496267885,retrograde
NorthNode,252.740065880,252.613302175,2981771403,2982411369,2510330.384886357002,2510337.791898570955,retrograde
NorthNode,252.702159357,252.187407224,2982884502,2983749466,2510343.267971404828,2510353.279130191542,retrograde
Mercury,297.507278233,281.294442041,2983424528,2985168146,2510349.518271014094,2510369.699041537941,retrograde
NorthNode,252.273775487,251.640222576,2984138317,2984950752,2510357.779715106823,2510367.182898474857,retrograde
Venus,330.530253547,314.795583233,2985177520,2988746763,2510369.807536093518,2510411.118212075904,retrograde
NorthNode,251.686700716,250.253373170,2985231524,2986323468,2510370.432580082677,2510383.070814666338,retrograde
NorthNode,250.265968093,249.114236809,2986494065,2987498384,2510385.045325196348,2510396.669377658516,retrograde
NorthNode,249.115168304,247.163203223,2987567577,2988833096,2510397.470224792138,2510412.117444296367,retrograde
Saturn,232.730144201,226.059316319,2988585576,3000679833,2510409.252623058856,2510549.232452489436,retrograde
NorthNode,247.163614034,246.009516960,2988885973,2989905800,2510412.729437388480,2510424.532994134352,retrograde
NorthNode,246.018202808,244.551192423,2990056038,2991169592,2510426.271858200431,2510439.160218420438,retrograde
Jupiter,255.387238700,245.533277452,2991170278,3001812827,2510439.168157972395,2510562.345805563033,retrograde
NorthNode,244.589160361,243.932389654,2991432208,2992260032,2510442.199753111228,2510451.781053295359,retrograde
NorthNode,244.004349309,243.417840914,2992619543,2993515073,2510455.942056884058,2510466.306992375292,retrograde
Mercury,48.949846815,39.262260005,2993199071,2995254269,2510462.649551190436,2510486.436565250158,retrograde
Uranus,294.534623610,290.573756597,2993574624,3006884201,2510466.996239614673,2510621.042260429822,retrograde
Neptune,300.463654578,297.686615758,2993891949,3007729219,2510470.668983212672,2510630.822569192387,retrograde
NorthNode,243.504971260,243.334795134,2993965816,2994625695,2510471.523923155852,2510479.161413066089,retrograde
NorthNode,243.400407321,243.369294783,2995187387,2995786706,2510485.662477778271,2510492.599033204839,retrograde
NorthNode,243.369465044,243.332403910,2995879602,2996489831,2510493.674217205495,2510500.737057681195,retrograde
NorthNode,243.387477426,243.151308746,2996992794,2997755203,2510506.558392084204,2510515.382571413182,retrograde
NorthNode,243.251469103,242.824470049,2998235264,2999011444,2510520.938829059713,2510529.922391144559,retrograde
NorthNode,242.885057654,241.984392556,2999347772,3000322462,2510533.815072180703,2510545.096206504852,retrograde
NorthNode,242.021868633,241.076098976,3000592548,3001535263,2510548.222209010273,2510559.133257991634,retrograde
NorthNode,241.085258193,239.485038625,3001689208,3002885332,2510560.915032718331,2510574.759060661308,retrograde
Mars,349.786162665,339.593250686,3002268222,3007459369,2510567.616576715373,2510627.699302532710,retrograde
NorthNode,239.485431087,238.275249079,3002939360,3004023607,2510575.384379016235,2510587.933541004546,retrograde
Mercury,175.104876089,161.193447332,3003946912,3005931013,2510587.045868366957,2510610.009994767606,retrograde
NorthNode,238.275490238,236.597090581,3004067876,3005276670,2510588.445906792767,2510602.436585075222,retrograde
NorthNode,236.607905419,235.678983552,3005443383,3006368732,2510604.366129191592,2510615.076191789471,retrograde
NorthNode,235.710004127,234.688051452,3006610179,3007617294,2510617.870712777600,2510629.527139397338,retrograde
Pluto,94.632159529,92.556848441,3007300239,3021425572,2510625.857524550520,2510789.345174948685,retrograde
NorthNode,234.767260414,234.372855338,3007992829,3008729894,2510633.873608868569,2510642.404456879012,retrograde
NorthNode,234.459555100,234.191462785,3009166795,3009967540,2510647.461174910888,2510656.729054608382,retrograde
NorthNode,234.255733180,234.238348197,3010535736,3011009722,2510663.305404756218,2510668.791348721832,retrograde
NorthNode,234.238564564,234.192809756,3011107156,3011736198,2510669.919064692222,2510677.199641076848,retrograde
NorthNode,234.284725800,234.008880716,3012326865,3013071438,2510684.036060391925,2510692.653803688474,retrograde
NorthNode,234.087781646,233.488761002,3013468610,3014317497,2510697.250700115226,2510707.075785359368,retrograde
Mercury,281.626999552,265.318700690,3013569603,3015284500,2510698.419607959688,2510718.267943724990,retrograde
NorthNode,233.568967817,232.646830487,3014684310,3015606236,2510711.321309871040,2510721.991743503138,retrograde
NorthNode,232.671061378,231.244799298,3015818125,3016902679,2510724.444161952473,2510736.996867019683,retrograde
NorthNode,231.250220436,229.857512758,3017032356,3018139505,2510738.497766901739,2510751.311982048675,retrograde
NorthNode,229.857524004,228.097497670,3018154887,3019371005,2510751.490024979226,2510765.565453901887,retrograde
NorthNode,228.101113997,226.940897697,3019484091,3020490441,2510766.874323508702,2510778.521896348335,retrograde
NorthNode,226.958771742,225.763286671,3020681108,3021711891,2510780.728689687327,2510792.659041915089,retrograde
Saturn,244.383686861,237.737533860,3021151649,3033294067,2510786.174764283001,2510926.712013572454,retrograde
NorthNode,225.830580332,225.299317267,3022052862,3022846420,2510796.605469502509,2510805.790173457004,retrograde
Mercury,30.492639424,19.356799959,3023138269,3025179919,2510809.168049551547,2510832.798257976770,retrograde
NorthNode,225.373391278,224.973424296,3023225250,3024060968,2510810.174771914259,2510819.847442269325,retrograde
NorthNode,225.068274646,224.991091755,3024606826,3025216062,2510826.165238618851,2510833.216577566229,retrograde
Uranus,298.691923722,294.738277603,3025501373,3038814947,2510836.518795876764,2510990.611085598357,retrograde
Jupiter,287.561778038,277.725827016,3025643962,3036188158,2510838.169133991003,2510960.208429269493,retrograde
Neptune,302.668286513,299.890997379,3025649683,3039475959,2510838.235349343158,2510998.261682358570,retrograde
NorthNode,225.008055752,225.008029465,3025716213,3025767042,2510839.005361616611,2510839.593659847975,retrograde
NorthNode,225.048131503,224.897333067,3026416836,3027145497,2510847.114427674562,2510855.548010394908,retrograde
NorthNode,224.967092351,224.649164498,3027588252,3028332206,2510860.672490557656,2510869.283062879927,retrograde
NorthNode,224.746867762,224.034436147,3028770870,3029674866,2510874.360194370151,2510884.823114450090,retrograde
NorthNode,224.074609866,223.161161049,3029947209,3030895998,2510887.975227001123,2510898.956577541307,retrograde
NorthNode,223.183522037,221.885090709,3031118819,3032198204,2510901.535527693108,2510914.028415434062,retrograde
NorthNode,221.887230752,220.476366011,3032290029,3033456560,2510915.091205876321,2510928.592717278749,retrograde
NorthNode,220.476369747,219.074704139,3033468185,3034624341,2510928.727268177085,2510942.108705115505,retrograde
Mercury,157.403512018,144.628671173,3033961352,3036004415,2510934.435214556754,2510958.081782653928,retrograde
NorthNode,219.077275821,217.769133612,3034721689,3035801221,2510943.235415819101,2510955.729998846538,retrograde
Venus,179.482984243,163.324945776,3035256665,3038936815,2510949.427263772115,2510992.021592071280,retrograde
NorthNode,217.794867177,216.893962987,3036034582,3036967836,2510958.430939534679,2510969.232480850071,retrograde
NorthNode,216.938036348,216.235055686,3037248357,3038149142,2510972.479260229506,2510982.905005100183,retrograde
NorthNode,216.339619314,216.044447934,3038601752,3039328455,2510988.143544704653,2510996.554467174225,retrograde
Pluto,95.709514534,93.628082583,3038956320,3053068799,2510992.247349903919,2511155.586220608093,retrograde
NorthNode,216.115078618,215.990720175,3039784032,3040503504,2511001.827347728424,2511010.154572157189,retrograde
NorthNode,216.011494825,216.010696514,3041003854,3041159537,2511015.945655480959,2511017.747547358274,retrograde
NorthNode,216.044140641,215.930215458,3041701735,3042331098,2511024.022987841628,2511031.307275534607,retrograde
NorthNode,216.036708811,215.544056914,3042859379,3043716735,2511037.421641218476,2511047.344745293260,retrograde
Mercury,265.809853141,249.527858953,3043707798,3045415069,2511047.241303607821,2511067.001390822232,retrograde
NorthNode,215.615028369,214.974099098,3044071383,3044894017,2511051.449465966783,2511060.970687161200,retrograde
NorthNode,215.031987444,213.712693015,3045207771,3046263166,2511064.602098400705,2511076.817321187817,retrograde
NorthNode,213.724315324,212.441766839,3046424302,3047469809,2511078.682318600826,2511090.783098973334,retrograde
NorthNode,212.442998326,210.693195282,3047547960,3048759365,2511091.687625685707,2511105.708513782360,retrograde
NorthNode,210.693454134,209.308406666,3048803132,3049887429,2511106.215076819994,2511118.764813796617,retrograde
NorthNode,209.319320919,208.052644821,3050053526,3051096178,2511120.687234669924,2511132.754966735840,retrograde
NorthNode,208.085241985,207.262222456,3051336623,3052236703,2511135.537890167907,2511145.955483370461,retrograde
NorthNode,207.353055222,206.879063423,3052635393,3053449149,2511150.569953248836,2511159.988419909030,retrograde
Mercury,12.824570064,0.156754417,3053146156,3055151367,2511156.481558650732,2511179.690015301108,retrograde
Saturn,255.890635936,249.262252123,3053713416,3065885012,2511163.047070406377,2511303.922021523118,retrograde
NorthNode,206.955605522,206.746788809,3053868372,3054594024,2511164.840543323196,2511173.239287699573,retrograde
NorthNode,206.817940821,206.804164126,3055209884,3055649026,2511180.367298759520,2511185.449966801330,retrograde
NorthNode,206.805182236,206.764814053,3055818187,3056400071,2511187.407842119224,2511194.142613717355,retrograde
NorthNode,206.839298500,206.528445105,3056951411,3057769159,2511200.523857722059,2511209.988538819365,retrograde
Neptune,304.874962248,302.097083405,3057399711,3071231966,2511205.712518398650,2511365.808059903793,retrograde
Uranus,302.825825088,298.878259088,3057416730,3070737710,2511205.909494538791,2511360.087507595308,retrograde
NorthNode,206.609075852,206.196031058,3058187774,3058938986,2511214.833622036502,2511223.528205383569,retrograde
NorthNode,206.267656803,205.227922606,3059300846,3060317795,2511227.716396324337,2511239.486644324847,retrograde
Jupiter,321.704471950,311.859807390,3060306213,3070702864,2511239.352584064007,2511359.684193216264,retrograde
NorthNode,205.254485670,204.331610862,3060547554,3061485523,2511242.145891630091,2511253.002007029019,retrograde
NorthNode,204.340321743,202.679098084,3061641548,3062854959,2511254.807851576246,2511268.851964462548,retrograde
NorthNode,202.679236225,201.484944850,3062891848,3063979761,2511269.278923769481,2511281.870511497371,retrograde
Mercury,138.920574186,127.504289835,3063943459,3066025871,2511281.450345449150,2511305.552338212729,retrograde
NorthNode,201.485538502,199.906112661,3064042145,3065226668,2511282.592547990382,2511296.302299812436,retrograde
NorthNode,199.916082742,198.977270146,3065385021,3066326569,2511298.135086499155,2511309.032635446638,retrograde
NorthNode,199.018586055,198.135637353,3066606918,3067568507,2511312.277411436662,2511323.406921312213,retrograde
NorthNode,198.199091491,197.781291517,3067910054,3068684150,2511327.360006470233,2511336.319450824521,retrograde
NorthNode,197.885920283,197.671277083,3069178490,3069925001,2511342.040984234773,2511350.681154167280,retrograde
NorthNode,197.722058034,197.700203848,3070436999,3070961772,2511356.607056157663,2511362.680815838277,retrograde
Pluto,96.794867518,94.707677676,3070612930,3084713750,2511358.643296654336,2511521.847226298414,retrograde
Mars,61.117809485,45.580532906,3070803740,3076861133,2511360.851739509962,2511430.960462926887,retrograde
NorthNode,197.700342004,197.641362175,3071047195,3071751662,2511363.669507526793,2511371.823058874346,retrograde
NorthNode,197.718130224,197.505672683,3072292671,3072965660,2511378.084740097634,2511385.873970725574,retrograde
NorthNode,197.597367837,196.899838331,3073403352,3074325203,2511390.939849997871,2511401.609422450885,retrograde
Mercury,249.997968416,233.831139634,3073834763,3075556219,2511395.933025337756,2511415.857292227447,retrograde
NorthNode,196.965337513,196.210817358,3074658905,3075507277,2511405.471712073311,2511415.290825945325,retrograde
NorthNode,196.242182744,194.628074536,3075747248,3076892271,2511418.068270507269,2511431.320851037279,retrograde
NorthNode,194.632669543,193.398621915,3077011048,3078061141,2511432.695590870455,2511444.849440029822,retrograde
NorthNode,193.398652888,191.452480508,3078083309,3079347742,2511445.106010155752,2511459.740654855967,retrograde
NorthNode,191.455447929,190.342194758,3079449712,3080424390,2511460.920863671228,2511472.201860136352,retrograde
NorthNode,190.362827112,189.092723741,3080629003,3081684673,2511474.570067044348,2511486.788470502011,retrograde
NorthNode,189.149817468,188.604942244,3081994810,3082782333,2511490.378015755676,2511499.492861820385,retrograde
NorthNode,188.699114386,188.309091720,3083204070,3084034619,2511504.374086725526,2511513.986917444505,retrograde
Mercury,355.757304541,341.757296610,3083210468,3085160489,2511504.448136217892,2511527.017818436027,retrograde
NorthNode,188.386727181,188.307182958,3084529906,3085149325,2511519.719411399215,2511526.888612831011,retrograde
NorthNode,188.321898293,188.320516102,3085588347,3085778331,2511531.969880475663,2511534.168773422018,retrograde
Venus,42.496120953,26.096593787,3086030544,3089699296,2511537.087905680761,2511579.550310021266,retrograde
Saturn,267.299542493,260.680147956,3086264519,3098466176,2511539.795950397849,2511681.018827244639,retrograde
NorthNode,188.369537210,188.234416559,3086396589,3087056570,2511541.324531726539,2511548.963205962442,retrograde
NorthNode,188.313357086,187.859281839,3087511928,3088355231,2511554.233549694531,2511563.993998969905,retrograde
NorthNode,187.946147991,187.347548495,3088760221,3089582924,2511568.681380861439,2511578.203407707624,retrograde
Neptune,307.082631957,304.303387516,3089157195,3102985812,2511573.275997587480,2511733.329432201572,retrograde
Uranus,306.936187896,302.993257598,3089340466,3102664080,2511575.397178516723,2511729.605677775107,retrograde
NorthNode,187.390026007,186.163452308,3089861161,3090922720,2511581.423748522066,2511593.710305707529,retrograde
NorthNode,186.179210946,185.117144622,3091114952,3092112432,2511595.935220075771,2511607.480123449117,retrograde
NorthNode,185.118849760,183.363847355,3092198696,3093456704,2511608.478545297869,2511623.038828065619,retrograde
NorthNode,183.363884915,182.240332438,3093481291,3094536147,2511623.323403070681,2511635.532378825359,retrograde
Mercury,119.651387252,109.626234629,3093887387,3095980326,2511628.023582346737,2511652.247418336570,retrograde
NorthNode,182.244074855,180.747050778,3094649423,3095794869,2511636.843451181427,2511650.100920878351,retrograde
Jupiter,357.685037024,347.791097124,3095119843,3105369175,2511642.288123957813,2511760.914648190141,retrograde
NorthNode,180.773461251,180.052416933,3096027900,3096886807,2511652.798041558824,2511662.739089749753,retrograde
NorthNode,180.104579200,179.367698595,3097195838,3098138204,2511666.315838178620,2511677.222852640785,retrograde
NorthNode,179.456352437,179.214430838,3098565800,3099251715,2511682.171882997267,2511690.110709595494,retrograde
NorthNode,179.293213973,179.181572199,3099753883,3100491871,2511695.922841041349,2511704.464375926182,retrograde
NorthNode,179.192543817,179.190989993,3100893182,3101092472,2511709.109176916070,2511711.415770860389,retrograde
NorthNode,179.223594035,179.080357296,3101621475,3102321749,2511717.538491567597,2511725.643510929309,retrograde
Pluto,97.889669460,95.796987466,3102276011,3116357739,2511725.114139602520,2511888.097097636200,retrograde
NorthNode,179.188357650,178.798350789,3102851704,3103625212,2511731.777258427814,2511740.729889708571,retrograde
Mercury,234.128248647,218.164896269,3103947212,3105703463,2511744.456746332347,2511764.783725619316,retrograde
NorthNode,178.868277558,178.079877281,3103982918,3104900024,2511744.870008631609,2511755.484659566544,retrograde
NorthNode,178.134541748,177.113040693,3105208678,3106156571,2511759.057043626904,2511770.028024360538,retrograde
NorthNode,177.126411000,175.527016722,3106327380,3107481550,2511772.004984860308,2511785.363429360092,retrograde
NorthNode,175.528050232,174.147558975,3107555117,3108660474,2511786.214905750938,2511799.008385937661,retrograde
NorthNode,174.147680100,172.393724149,3108694528,3109892872,2511799.402526074089,2511813.272255863063,retrograde
NorthNode,172.404991756,171.374223729,3110059458,3111002923,2511815.200332125649,2511826.120061066002,retrograde
NorthNode,171.405987313,170.366958216,3111240062,3112234334,2511828.864729080349,2511840.372510208748,retrograde
NorthNode,170.456140628,170.058544311,3112625929,3113364460,2511844.904853065498,2511853.452667132020,retrograde
Mercury,339.136558334,324.128479691,3113314333,3115200945,2511852.872496351600,2511874.708284795284,retrograde
NorthNode,170.142154497,169.893534372,3113795156,3114585452,2511858.437573433854,2511867.584516195580,retrograde
NorthNode,169.955322777,169.946589425,3115179899,3115545840,2511874.464700925164,2511878.700128921308,retrograde
NorthNode,169.948120663,169.895170519,3115737389,3116356999,2511880.917122011073,2511888.088538343087,retrograde
