body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
Mercury,59.504272733,2965379346,2510140.661996491253,decreasing,increasing,station_direct
NorthNode,261.876770681,2965829607,2510145.873348341323,increasing,decreasing,station_retrograde
NorthNode,261.876698797,2965901194,2510146.701906972565,decreasing,increasing,station_direct
NorthNode,261.896581402,2966428749,2510152.807863526046,increasing,decreasing,station_retrograde
NorthNode,261.768594017,2967176222,2510161.459175246768,decreasing,increasing,station_direct
Jupiter,214.807650597,2967553562,2510165.826533325016,decreasing,increasing,station_direct
NorthNode,261.846739161,2967665978,2510167.127649510279,increasing,decreasing,station_retrograde
Saturn,214.182953332,2968047422,2510171.542511232197,decreasing,increasing,station_direct
NorthNode,261.593056314,2968356879,2510175.124182583764,decreasing,increasing,station_direct
NorthNode,261.680302060,2968780795,2510180.030626589432,increasing,decreasing,station_retrograde
NorthNode,260.929988437,2969729772,2510191.014147523791,decreasing,increasing,station_direct
NorthNode,260.979089022,2970030006,2510194.489083375782,increasing,decreasing,station_retrograde
NorthNode,260.233398086,2970895280,2510204.503829216585,decreasing,increasing,station_direct
NorthNode,260.258612583,2971124054,2510207.151669516228,increasing,decreasing,station_retrograde
NorthNode,258.742413146,2972274887,2510220.471497794613,decreasing,increasing,station_direct
NorthNode,258.745497582,2972380061,2510221.688797411509,increasing,decreasing,station_retrograde
NorthNode,257.573810745,2973444189,2510234.005088940263,decreasing,increasing,station_direct
NorthNode,257.573829922,2973463721,2510234.231149414554,increasing,decreasing,station_retrograde
Mercury,192.133800716,2973905755,2510239.347289711237,increasing,decreasing,station_retrograde
NorthNode,255.804951020,2974716100,2510248.726283208467,decreasing,increasing,station_direct
NorthNode,255.807519534,2974814099,2510249.860524713993,increasing,decreasing,station_retrograde
Uranus,286.384254302,2974956093,2510251.503980471753,decreasing,increasing,station_direct
Pluto,93.561863999,2975655164,2510259.595078513958,increasing,decreasing,station_retrograde
NorthNode,254.709577452,2975803869,2510261.316199372523,decreasing,increasing,station_direct
Mercury,177.364098151,2975821455,2510261.519739426672,decreasing,increasing,station_direct
Neptune,295.484546215,2975976435,2510263.313488396816,decreasing,increasing,station_direct
NorthNode,254.729589847,2976011233,2510263.716251028702,increasing,decreasing,station_retrograde
NorthNode,253.533615261,2977053830,2510275.783342677169,decreasing,increasing,station_direct
NorthNode,253.583309712,2977347151,2510279.178256425075,increasing,decreasing,station_retrograde
NorthNode,252.995914059,2978159325,2510288.578423975967,decreasing,increasing,station_direct
NorthNode,253.093713718,2978586767,2510293.525671754032,increasing,decreasing,station_retrograde
NorthNode,252.697577393,2979404870,2510302.994456334040,decreasing,increasing,station_direct
NorthNode,252.774792551,2979876906,2510308.457829635590,increasing,decreasing,station_retrograde
NorthNode,252.673774859,2980522381,2510315.928606093861,decreasing,increasing,station_direct
NorthNode,252.696978642,2981037716,2510321.893130219541,increasing,decreasing,station_retrograde
NorthNode,252.696507947,2981166570,2510323.384496267885,decreasing,increasing,station_direct
NorthNode,252.740065880,2981771403,2510330.384886357002,increasing,decreasing,station_retrograde
NorthNode,252.613302175,2982411369,2510337.791898570955,decreasing,increasing,station_direct
NorthNode,252.702159357,2982884502,2510343.267971404828,increasing,decreasing,station_retrograde
Mercury,297.507278233,2983424528,2510349.518271014094,increasing,decreasing,station_retrograde
NorthNode,252.187407224,2983749466,2510353.279130191542,decreasing,increasing,station_direct
NorthNode,252.273775487,2984138317,2510357.779715106823,increasing,decreasing,station_retrograde
NorthNode,251.640222576,2984950752,2510367.182898474857,decreasing,increasing,station_direct
Mercury,281.294442041,2985168146,2510369.699041537941,decreasing,increasing,station_direct
Venus,330.530253547,2985177520,2510369.807536093518,increasing,decreasing,station_retrograde
NorthNode,251.686700716,2985231524,2510370.432580082677,increasing,decreasing,station_retrograde
NorthNode,250.253373170,2986323468,2510383.070814666338,decreasing,increasing,station_direct
NorthNode,250.265968093,2986494065,2510385.045325196348,increasing,decreasing,station_retrograde
NorthNode,249.114236809,2987498384,2510396.669377658516,decreasing,increasing,station_direct
NorthNode,249.115168304,2987567577,2510397.470224792138,increasing,decreasing,station_retrograde
Saturn,232.730144201,2988585576,2510409.252623058856,increasing,decreasing,station_retrograde
Venus,314.795583233,2988746763,2510411.118212075904,decreasing,increasing,station_direct
NorthNode,247.163203223,2988833096,2510412.117444296367,decreasing,increasing,station_direct
NorthNode,247.163614034,2988885973,2510412.729437388480,increasing,decreasing,station_retrograde
Pluto,91.492936537,2989771680,2510422.980676661246,decreasing,increasing,station_direct
NorthNode,246.009516960,2989905800,2510424.532994134352,decreasing,increasing,station_direct
NorthNode,246.018202808,2990056038,2510426.271858200431,increasing,decreasing,station_retrograde
NorthNode,244.551192423,2991169592,2510439.160218420438,decreasing,increasing,station_direct
Jupiter,255.387238700,2991170278,2510439.168157972395,increasing,decreasing,station_retrograde
NorthNode,244.589160361,2991432208,2510442.199753111228,increasing,decreasing,station_retrograde
NorthNode,243.932389654,2992260032,2510451.781053295359,decreasing,increasing,station_direct
NorthNode,244.004349309,2992619543,2510455.942056884058,increasing,decreasing,station_retrograde
Mercury,48.949846815,2993199071,2510462.649551190436,increasing,decreasing,station_retrograde
NorthNode,243.417840914,2993515073,2510466.306992375292,decreasing,increasing,station_direct
Uranus,294.534623610,2993574624,2510466.996239614673,increasing,decreasing,station_retrograde
Neptune,300.463654578,2993891949,2510470.668983212672,increasing,decreasing,station_retrograde
NorthNode,243.504971260,2993965816,2510471.523923155852,increasing,decreasing,station_retrograde
NorthNode,243.334795134,2994625695,2510479.161413066089,decreasing,increasing,station_direct
NorthNode,243.400407321,2995187387,2510485.662477778271,increasing,decreasing,station_retrograde
Mercury,39.262260005,2995254269,2510486.436565250158,decreasing,increasing,station_direct
NorthNode,243.369294783,2995786706,2510492.599033204839,decreasing,increasing,station_direct
NorthNode,243.369465044,2995879602,2510493.674217205495,increasing,decreasing,station_retrograde
NorthNode,243.332403910,2996489831,2510500.737057681195,decreasing,increasing,station_direct
NorthNode,243.387477426,2996992794,2510506.558392084204,increasing,decreasing,station_retrograde
NorthNode,243.151308746,2997755203,2510515.382571413182,decreasing,increasing,station_direct
NorthNode,243.251469103,2998235264,2510520.938829059713,increasing,decreasing,station_retrograde
NorthNode,242.824470049,2999011444,2510529.922391144559,decreasing,increasing,station_direct
NorthNode,242.885057654,2999347772,2510533.815072180703,increasing,decreasing,station_retrograde
NorthNode,241.984392556,3000322462,2510545.096206504852,decreasing,increasing,station_direct
NorthNode,242.021868633,3000592548,2510548.222209010273,increasing,decreasing,station_retrograde
Saturn,226.059316319,3000679833,2510549.232452489436,decreasing,increasing,station_direct
NorthNode,241.076098976,3001535263,2510559.133257991634,decreasing,increasing,station_direct
NorthNode,241.085258193,3001689208,2510560.915032718331,increasing,decreasing,station_retrograde
Jupiter,245.533277452,3001812827,2510562.345805563033,decreasing,increasing,station_direct
Mars,349.786162665,3002268222,2510567.616576715373,increasing,decreasing,station_retrograde
NorthNode,239.485038625,3002885332,2510574.759060661308,decreasing,increasing,station_direct
NorthNode,239.485431087,3002939360,2510575.384379016235,increasing,decreasing,station_retrograde
Mercury,175.104876089,3003946912,2510587.045868366957,increasing,decreasing,station_retrograde
NorthNode,238.275249079,3004023607,2510587.933541004546,decreasing,increasing,station_direct
NorthNode,238.275490238,3004067876,2510588.445906792767,increasing,decreasing,station_retrograde
NorthNode,236.597090581,3005276670,2510602.436585075222,decreasing,increasing,station_direct
NorthNode,236.607905419,3005443383,2510604.366129191592,increasing,decreasing,station_retrograde
Mercury,161.193447332,3005931013,2510610.009994767606,decreasing,increasing,station_direct
NorthNode,235.678983552,3006368732,2510615.076191789471,decreasing,increasing,station_direct
NorthNode,235.710004127,3006610179,2510617.870712777600,increasing,decreasing,station_retrograde
Uranus,290.573756597,3006884201,2510621.042260429822,decreasing,increasing,station_direct
Pluto,94.632159529,3007300239,2510625.857524550520,increasing,decreasing,station_retrograde
Mars,339.593250686,3007459369,2510627.699302532710,decreasing,increasing,station_direct
NorthNode,234.688051452,3007617294,2510629.527139397338,decreasing,increasing,station_direct
Neptune,297.686615758,3007729219,2510630.822569192387,decreasing,increasing,station_direct
NorthNode,234.767260414,3007992829,2510633.873608868569,increasing,decreasing,station_retrograde
NorthNode,234.372855338,3008729894,2510642.404456879012,decreasing,increasing,station_direct
NorthNode,234.459555100,3009166795,2510647.461174910888,increasing,decreasing,station_retrograde
NorthNode,234.191462785,3009967540,2510656.729054608382,decreasing,increasing,station_direct
NorthNode,234.255733180,3010535736,2510663.305404756218,increasing,decreasing,station_retrograde
NorthNode,234.238348197,3011009722,2510668.791348721832,decreasing,increasing,station_direct
NorthNode,234.238564564,3011107156,2510669.919064692222,increasing,decreasing,station_retrograde
NorthNode,234.192809756,3011736198,2510677.199641076848,decreasing,increasing,station_direct
NorthNode,234.284725800,3012326865,2510684.036060391925,increasing,decreasing,station_retrograde
NorthNode,234.008880716,3013071438,2510692.653803688474,decreasing,increasing,station_direct
NorthNode,234.087781646,3013468610,2510697.250700115226,increasing,decreasing,station_retrograde
Mercury,281.626999552,3013569603,2510698.419607959688,increasing,decreasing,station_retrograde
NorthNode,233.488761002,3014317497,2510707.075785359368,decreasing,increasing,station_direct
NorthNode,233.568967817,3014684310,2510711.321309871040,increasing,decreasing,station_retrograde
Mercury,265.318700690,3015284500,2510718.267943724990,decreasing,increasing,station_direct
NorthNode,232.646830487,3015606236,2510721.991743503138,decreasing,increasing,station_direct
NorthNode,232.671061378,3015818125,2510724.444161952473,increasing,decreasing,station_retrograde
NorthNode,231.244799298,3016902679,2510736.996867019683,decreasing,increasing,station_direct
NorthNode,231.250220436,3017032356,2510738.497766901739,increasing,decreasing,station_retrograde
NorthNode,229.857512758,3018139505,2510751.311982048675,decreasing,increasing,station_direct
NorthNode,229.857524004,3018154887,2510751.490024979226,increasing,decreasing,station_retrograde
NorthNode,228.097497670,3019371005,2510765.565453901887,decreasing,increasing,station_direct
NorthNode,228.101113997,3019484091,2510766.874323508702,increasing,decreasing,station_retrograde
NorthNode,226.940897697,3020490441,2510778.521896348335,decreasing,increasing,station_direct
NorthNode,226.958771742,3020681108,2510780.728689687327,increasing,decreasing,station_retrograde
Saturn,244.383686861,3021151649,2510786.174764283001,increasing,decreasing,station_retrograde
Pluto,92.556848441,3021425572,2510789.345174948685,decreasing,increasing,station_direct
NorthNode,225.763286671,3021711891,2510792.659041915089,decreasing,increasing,station_direct
NorthNode,225.830580332,3022052862,2510796.605469502509,increasing,decreasing,station_retrograde
NorthNode,225.299317267,3022846420,2510805.790173457004,decreasing,increasing,station_direct
Mercury,30.492639424,3023138269,2510809.168049551547,increasing,decreasing,station_retrograde
NorthNode,225.373391278,3023225250,2510810.174771914259,increasing,decreasing,station_retrograde
NorthNode,224.973424296,3024060968,2510819.847442269325,decreasing,increasing,station_direct
NorthNode,225.068274646,3024606826,2510826.165238618851,increasing,decreasing,station_retrograde
Mercury,19.356799959,3025179919,2510832.798257976770,decreasing,increasing,station_direct
NorthNode,224.991091755,3025216062,2510833.216577566229,decreasing,increasing,station_direct
Uranus,298.691923722,3025501373,2510836.518795876764,increasing,decreasing,station_retrograde
Jupiter,287.561778038,3025643962,2510838.169133991003,increasing,decreasing,station_retrograde
Neptune,302.668286513,3025649683,2510838.235349343158,increasing,decreasing,station_retrograde
NorthNode,225.008055752,3025716213,2510839.005361616611,increasing,decreasing,station_retrograde
NorthNode,225.008029465,3025767042,2510839.593659847975,decreasing,increasing,station_direct
NorthNode,225.048131503,3026416836,2510847.114427674562,increasing,decreasing,station_retrograde
NorthNode,224.897333067,3027145497,2510855.548010394908,decreasing,increasing,station_direct
NorthNode,224.967092351,3027588252,2510860.672490557656,increasing,decreasing,station_retrograde
NorthNode,224.649164498,3028332206,2510869.283062879927,decreasing,increasing,station_direct
NorthNode,224.746867762,3028770870,2510874.360194370151,increasing,decreasing,station_retrograde
NorthNode,224.034436147,3029674866,2510884.823114450090,decreasing,increasing,station_direct
NorthNode,224.074609866,3029947209,2510887.975227001123,increasing,decreasing,station_retrograde
NorthNode,223.161161049,3030895998,2510898.956577541307,decreasing,increasing,station_direct
NorthNode,223.183522037,3031118819,2510901.535527693108,increasing,decreasing,station_retrograde
NorthNode,221.885090709,3032198204,2510914.028415434062,decreasing,increasing,station_direct
NorthNode,221.887230752,3032290029,2510915.091205876321,increasing,decreasing,station_retrograde
Saturn,237.737533860,3033294067,2510926.712013572454,decreasing,increasing,station_direct
NorthNode,220.476366011,3033456560,2510928.592717278749,decreasing,increasing,station_direct
NorthNode,220.476369747,3033468185,2510928.727268177085,increasing,decreasing,station_retrograde
Mercury,157.403512018,3033961352,2510934.435214556754,increasing,decreasing,station_retrograde
NorthNode,219.074704139,3034624341,2510942.108705115505,decreasing,increasing,station_direct
NorthNode,219.077275821,3034721689,2510943.235415819101,increasing,decreasing,station_retrograde
Venus,179.482984243,3035256665,2510949.427263772115,increasing,decreasing,station_retrograde
NorthNode,217.769133612,3035801221,2510955.729998846538,decreasing,increasing,station_direct
Mercury,144.628671173,3036004415,2510958.081782653928,decreasing,increasing,station_direct
NorthNode,217.794867177,3036034582,2510958.430939534679,increasing,decreasing,station_retrograde
Jupiter,277.725827016,3036188158,2510960.208429269493,decreasing,increasing,station_direct
NorthNode,216.893962987,3036967836,2510969.232480850071,decreasing,increasing,station_direct
NorthNode,216.938036348,3037248357,2510972.479260229506,increasing,decreasing,station_retrograde
NorthNode,216.235055686,3038149142,2510982.905005100183,decreasing,increasing,station_direct
NorthNode,216.339619314,3038601752,2510988.143544704653,increasing,decreasing,station_retrograde
Uranus,294.738277603,3038814947,2510990.611085598357,decreasing,increasing,station_direct
Venus,163.324945776,3038936815,2510992.021592071280,decreasing,increasing,station_direct
Pluto,95.709514534,3038956320,2510992.247349903919,increasing,decreasing,station_retrograde
NorthNode,216.044447934,3039328455,2510996.554467174225,decreasing,increasing,station_direct
Neptune,299.890997379,3039475959,2510998.261682358570,decreasing,increasing,station_direct
NorthNode,216.115078618,3039784032,2511001.827347728424,increasing,decreasing,station_retrograde
NorthNode,215.990720175,3040503504,2511010.154572157189,decreasing,increasing,station_direct
NorthNode,216.011494825,3041003854,2511015.945655480959,increasing,decreasing,station_retrograde
NorthNode,216.010696514,3041159537,2511017.747547358274,decreasing,increasing,station_direct
NorthNode,216.044140641,3041701735,2511024.022987841628,increasing,decreasing,station_retrograde
NorthNode,215.930215458,3042331098,2511031.307275534607,decreasing,increasing,station_direct
NorthNode,216.036708811,3042859379,2511037.421641218476,increasing,decreasing,station_retrograde
Mercury,265.809853141,3043707798,2511047.241303607821,increasing,decreasing,station_retrograde
NorthNode,215.544056914,3043716735,2511047.344745293260,decreasing,increasing,station_direct
NorthNode,215.615028369,3044071383,2511051.449465966783,increasing,decreasing,station_retrograde
NorthNode,214.974099098,3044894017,2511060.970687161200,decreasing,increasing,station_direct
NorthNode,215.031987444,3045207771,2511064.602098400705,increasing,decreasing,station_retrograde
Mercury,249.527858953,3045415069,2511067.001390822232,decreasing,increasing,station_direct
NorthNode,213.712693015,3046263166,2511076.817321187817,decreasing,increasing,station_direct
NorthNode,213.724315324,3046424302,2511078.682318600826,increasing,decreasing,station_retrograde
NorthNode,212.441766839,3047469809,2511090.783098973334,decreasing,increasing,station_direct
NorthNode,212.442998326,3047547960,2511091.687625685707,increasing,decreasing,station_retrograde
NorthNode,210.693195282,3048759365,2511105.708513782360,decreasing,increasing,station_direct
NorthNode,210.693454134,3048803132,2511106.215076819994,increasing,decreasing,station_retrograde
NorthNode,209.308406666,3049887429,2511118.764813796617,decreasing,increasing,station_direct
NorthNode,209.319320919,3050053526,2511120.687234669924,increasing,decreasing,station_retrograde
NorthNode,208.052644821,3051096178,2511132.754966735840,decreasing,increasing,station_direct
NorthNode,208.085241985,3051336623,2511135.537890167907,increasing,decreasing,station_retrograde
NorthNode,207.262222456,3052236703,2511145.955483370461,decreasing,increasing,station_direct
NorthNode,207.353055222,3052635393,2511150.569953248836,increasing,decreasing,station_retrograde
Pluto,93.628082583,3053068799,2511155.586220608093,decreasing,increasing,station_direct
Mercury,12.824570064,3053146156,2511156.481558650732,increasing,decreasing,station_retrograde
NorthNode,206.879063423,3053449149,2511159.988419909030,decreasing,increasing,station_direct
Saturn,255.890635936,3053713416,2511163.047070406377,increasing,decreasing,station_retrograde
NorthNode,206.955605522,3053868372,2511164.840543323196,increasing,decreasing,station_retrograde
NorthNode,206.746788809,3054594024,2511173.239287699573,decreasing,increasing,station_direct
Mercury,0.156754417,3055151367,2511179.690015301108,decreasing,increasing,station_direct
NorthNode,206.817940821,3055209884,2511180.367298759520,increasing,decreasing,station_retrograde
NorthNode,206.804164126,3055649026,2511185.449966801330,decreasing,increasing,station_direct
NorthNode,206.805182236,3055818187,2511187.407842119224,increasing,decreasing,station_retrograde
NorthNode,206.764814053,3056400071,2511194.142613717355,decreasing,increasing,station_direct
NorthNode,206.839298500,3056951411,2511200.523857722059,increasing,decreasing,station_retrograde
Neptune,304.874962248,3057399711,2511205.712518398650,increasing,decreasing,station_retrograde
Uranus,302.825825088,3057416730,2511205.909494538791,increasing,decreasing,station_retrograde
NorthNode,206.528445105,3057769159,2511209.988538819365,decreasing,increasing,station_direct
NorthNode,206.609075852,3058187774,2511214.833622036502,increasing,decreasing,station_retrograde
NorthNode,206.196031058,3058938986,2511223.528205383569,decreasing,increasing,station_direct
NorthNode,206.267656803,3059300846,2511227.716396324337,increasing,decreasing,station_retrograde
Jupiter,321.704471950,3060306213,2511239.352584064007,increasing,decreasing,station_retrograde
NorthNode,205.227922606,3060317795,2511239.486644324847,decreasing,increasing,station_direct
NorthNode,205.254485670,3060547554,2511242.145891630091,increasing,decreasing,station_retrograde
NorthNode,204.331610862,3061485523,2511253.002007029019,decreasing,increasing,station_direct
NorthNode,204.340321743,3061641548,2511254.807851576246,increasing,decreasing,station_retrograde
NorthNode,202.679098084,3062854959,2511268.851964462548,decreasing,increasing,station_direct
NorthNode,202.679236225,3062891848,2511269.278923769481,increasing,decreasing,station_retrograde
Mercury,138.920574186,3063943459,2511281.450345449150,increasing,decreasing,station_retrograde
NorthNode,201.484944850,3063979761,2511281.870511497371,decreasing,increasing,station_direct
NorthNode,201.485538502,3064042145,2511282.592547990382,increasing,decreasing,station_retrograde
NorthNode,199.906112661,3065226668,2511296.302299812436,decreasing,increasing,station_direct
NorthNode,199.916082742,3065385021,2511298.135086499155,increasing,decreasing,station_retrograde
Saturn,249.262252123,3065885012,2511303.922021523118,decreasing,increasing,station_direct
Mercury,127.504289835,3066025871,2511305.552338212729,decreasing,increasing,station_direct
NorthNode,198.977270146,3066326569,2511309.032635446638,decreasing,increasing,station_direct
NorthNode,199.018586055,3066606918,2511312.277411436662,increasing,decreasing,station_retrograde
NorthNode,198.135637353,3067568507,2511323.406921312213,decreasing,increasing,station_direct
NorthNode,198.199091491,3067910054,2511327.360006470233,increasing,decreasing,station_retrograde
NorthNode,197.781291517,3068684150,2511336.319450824521,decreasing,increasing,station_direct
NorthNode,197.885920283,3069178490,2511342.040984234773,increasing,decreasing,station_retrograde
NorthNode,197.671277083,3069925001,2511350.681154167280,decreasing,increasing,station_direct
NorthNode,197.722058034,3070436999,2511356.607056157663,increasing,decreasing,station_retrograde
Pluto,96.794867518,3070612930,2511358.643296654336,increasing,decreasing,station_retrograde
Jupiter,311.859807390,3070702864,2511359.684193216264,decreasing,increasing,station_direct
Uranus,298.878259088,3070737710,2511360.087507595308,decreasing,increasing,station_direct
Mars,61.117809485,3070803740,2511360.851739509962,increasing,decreasing,station_retrograde
NorthNode,197.700203848,3070961772,2511362.680815838277,decreasing,increasing,station_direct
NorthNode,197.700342004,3071047195,2511363.669507526793,increasing,decreasing,station_retrograde
Neptune,302.097083405,3071231966,2511365.808059903793,decreasing,increasing,station_direct
NorthNode,197.641362175,3071751662,2511371.823058874346,decreasing,increasing,station_direct
NorthNode,197.718130224,3072292671,2511378.084740097634,increasing,decreasing,station_retrograde
NorthNode,197.505672683,3072965660,2511385.873970725574,decreasing,increasing,station_direct
NorthNode,197.597367837,3073403352,2511390.939849997871,increasing,decreasing,station_retrograde
Mercury,249.997968416,3073834763,2511395.933025337756,increasing,decreasing,station_retrograde
NorthNode,196.899838331,3074325203,2511401.609422450885,decreasing,increasing,station_direct
NorthNode,196.965337513,3074658905,2511405.471712073311,increasing,decreasing,station_retrograde
NorthNode,196.210817358,3075507277,2511415.290825945325,decreasing,increasing,station_direct
Mercury,233.831139634,3075556219,2511415.857292227447,decreasing,increasing,station_direct
NorthNode,196.242182744,3075747248,2511418.068270507269,increasing,decreasing,station_retrograde
Mars,45.580532906,3076861133,2511430.960462926887,decreasing,increasing,station_direct
NorthNode,194.628074536,3076892271,2511431.320851037279,decreasing,increasing,station_direct
NorthNode,194.632669543,3077011048,2511432.695590870455,increasing,decreasing,station_retrograde
NorthNode,193.398621915,3078061141,2511444.849440029822,decreasing,increasing,station_direct
NorthNode,193.398652888,3078083309,2511445.106010155752,increasing,decreasing,station_retrograde
NorthNode,191.452480508,3079347742,2511459.740654855967,decreasing,increasing,station_direct
NorthNode,191.455447929,3079449712,2511460.920863671228,increasing,decreasing,station_retrograde
NorthNode,190.342194758,3080424390,2511472.201860136352,decreasing,increasing,station_direct
NorthNode,190.362827112,3080629003,2511474.570067044348,increasing,decreasing,station_retrograde
NorthNode,189.092723741,3081684673,2511486.788470502011,decreasing,increasing,station_direct
NorthNode,189.149817468,3081994810,2511490.378015755676,increasing,decreasing,station_retrograde
NorthNode,188.604942244,3082782333,2511499.492861820385,decreasing,increasing,station_direct
NorthNode,188.699114386,3083204070,2511504.374086725526,increasing,decreasing,station_retrograde
Mercury,355.757304541,3083210468,2511504.448136217892,increasing,decreasing,station_retrograde
NorthNode,188.309091720,3084034619,2511513.986917444505,decreasing,increasing,station_direct
NorthNode,188.386727181,3084529906,2511519.719411399215,increasing,decreasing,station_retrograde
Pluto,94.707677676,3084713750,2511521.847226298414,decreasing,increasing,station_direct
NorthNode,188.307182958,3085149325,2511526.888612831011,decreasing,increasing,station_direct
Mercury,341.757296610,3085160489,2511527.017818436027,decreasing,increasing,station_direct
NorthNode,188.321898293,3085588347,2511531.969880475663,increasing,decreasing,station_retrograde
NorthNode,188.320516102,3085778331,2511534.168773422018,decreasing,increasing,station_direct
Venus,42.496120953,3086030544,2511537.087905680761,increasing,decreasing,station_retrograde
Saturn,267.299542493,3086264519,2511539.795950397849,increasing,decreasing,station_retrograde
NorthNode,188.369537210,3086396589,2511541.324531726539,increasing,decreasing,station_retrograde
NorthNode,188.234416559,3087056570,2511548.963205962442,decreasing,increasing,station_direct
NorthNode,188.313357086,3087511928,2511554.233549694531,increasing,decreasing,station_retrograde
NorthNode,187.859281839,3088355231,2511563.993998969905,decreasing,increasing,station_direct
NorthNode,187.946147991,3088760221,2511568.681380861439,increasing,decreasing,station_retrograde
Neptune,307.082631957,3089157195,2511573.275997587480,increasing,decreasing,station_retrograde
Uranus,306.936187896,3089340466,2511575.397178516723,increasing,decreasing,station_retrograde
NorthNode,187.347548495,3089582924,2511578.203407707624,decreasing,increasing,station_direct
Venus,26.096593787,3089699296,2511579.550310021266,decreasing,increasing,station_direct
NorthNode,187.390026007,3089861161,2511581.423748522066,increasing,decreasing,station_retrograde
NorthNode,186.163452308,3090922720,2511593.710305707529,decreasing,increasing,station_direct
NorthNode,186.179210946,3091114952,2511595.935220075771,increasing,decreasing,station_retrograde
NorthNode,185.117144622,3092112432,2511607.480123449117,decreasing,increasing,station_direct
NorthNode,185.118849760,3092198696,2511608.478545297869,increasing,decreasing,station_retrograde
NorthNode,183.363847355,3093456704,2511623.038828065619,decreasing,increasing,station_direct
NorthNode,183.363884915,3093481291,2511623.323403070681,increasing,decreasing,station_retrograde
Mercury,119.651387252,3093887387,2511628.023582346737,increasing,decreasing,station_retrograde
NorthNode,182.240332438,3094536147,2511635.532378825359,decreasing,increasing,station_direct
NorthNode,182.244074855,3094649423,2511636.843451181427,increasing,decreasing,station_retrograde
Jupiter,357.685037024,3095119843,2511642.288123957813,increasing,decreasing,station_retrograde
NorthNode,180.747050778,3095794869,2511650.100920878351,decreasing,increasing,station_direct
Mercury,109.626234629,3095980326,2511652.247418336570,decreasing,increasing,station_direct
NorthNode,180.773461251,3096027900,2511652.798041558824,increasing,decreasing,station_retrograde
NorthNode,180.052416933,3096886807,2511662.739089749753,decreasing,increasing,station_direct
NorthNode,180.104579200,3097195838,2511666.315838178620,increasing,decreasing,station_retrograde
NorthNode,179.367698595,3098138204,2511677.222852640785,decreasing,increasing,station_direct
Saturn,260.680147956,3098466176,2511681.018827244639,decreasing,increasing,station_direct
NorthNode,179.456352437,3098565800,2511682.171882997267,increasing,decreasing,station_retrograde
NorthNode,179.214430838,3099251715,2511690.110709595494,decreasing,increasing,station_direct
NorthNode,179.293213973,3099753883,2511695.922841041349,increasing,decreasing,station_retrograde
NorthNode,179.181572199,3100491871,2511704.464375926182,decreasing,increasing,station_direct
NorthNode,179.192543817,3100893182,2511709.109176916070,increasing,decreasing,station_retrograde
NorthNode,179.190989993,3101092472,2511711.415770860389,decreasing,increasing,station_direct
NorthNode,179.223594035,3101621475,2511717.538491567597,increasing,decreasing,station_retrograde
Pluto,97.889669460,3102276011,2511725.114139602520,increasing,decreasing,station_retrograde
NorthNode,179.080357296,3102321749,2511725.643510929309,decreasing,increasing,station_direct
Uranus,302.993257598,3102664080,2511729.605677775107,decreasing,increasing,station_direct
NorthNode,179.188357650,3102851704,2511731.777258427814,increasing,decreasing,station_retrograde
Neptune,304.303387516,3102985812,2511733.329432201572,decreasing,increasing,station_direct
NorthNode,178.798350789,3103625212,2511740.729889708571,decreasing,increasing,station_direct
Mercury,234.128248647,3103947212,2511744.456746332347,increasing,decreasing,station_retrograde
NorthNode,178.868277558,3103982918,2511744.870008631609,increasing,decreasing,station_retrograde
NorthNode,178.079877281,3104900024,2511755.484659566544,decreasing,increasing,station_direct
NorthNode,178.134541748,3105208678,2511759.057043626904,increasing,decreasing,station_retrograde
Jupiter,347.791097124,3105369175,2511760.914648190141,decreasing,increasing,station_direct
Mercury,218.164896269,3105703463,2511764.783725619316,decreasing,increasing,station_direct
NorthNode,177.113040693,3106156571,2511770.028024360538,decreasing,increasing,station_direct
NorthNode,177.126411000,3106327380,2511772.004984860308,increasing,decreasing,station_retrograde
NorthNode,175.527016722,3107481550,2511785.363429360092,decreasing,increasing,station_direct
NorthNode,175.528050232,3107555117,2511786.214905750938,increasing,decreasing,station_retrograde
NorthNode,174.147558975,3108660474,2511799.008385937661,decreasing,increasing,station_direct
NorthNode,174.147680100,3108694528,2511799.402526074089,increasing,decreasing,station_retrograde
NorthNode,172.393724149,3109892872,2511813.272255863063,decreasing,increasing,station_direct
NorthNode,172.404991756,3110059458,2511815.200332125649,increasing,decreasing,station_retrograde
NorthNode,171.374223729,3111002923,2511826.120061066002,decreasing,increasing,station_direct
NorthNode,171.405987313,3111240062,2511828.864729080349,increasing,decreasing,station_retrograde
NorthNode,170.366958216,3112234334,2511840.372510208748,decreasing,increasing,station_direct
NorthNode,170.456140628,3112625929,2511844.904853065498,increasing,decreasing,station_retrograde
Mercury,339.136558334,3113314333,2511852.872496351600,increasing,decreasing,station_retrograde
NorthNode,170.058544311,3113364460,2511853.452667132020,decreasing,increasing,station_direct
NorthNode,170.142154497,3113795156,2511858.437573433854,increasing,decreasing,station_retrograde
NorthNode,169.893534372,3114585452,2511867.584516195580,decreasing,increasing,station_direct
NorthNode,169.955322777,3115179899,2511874.464700925164,increasing,decreasing,station_retrograde
Mercury,324.128479691,3115200945,2511874.708284795284,decreasing,increasing,station_direct
NorthNode,169.946589425,3115545840,2511878.700128921308,decreasing,increasing,station_direct
