body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
NorthNode,302.475401971,1135158969,2488957.555783146992,increasing,decreasing,station_retrograde
NorthNode,301.708038578,1136092192,2488968.356980673969,decreasing,increasing,station_direct
NorthNode,301.802805260,1136524719,2488973.363078674302,increasing,decreasing,station_retrograde
NorthNode,301.502681652,1137248099,2488981.735523996875,decreasing,increasing,station_direct
NorthNode,301.573788663,1137694167,2488986.898357389495,increasing,decreasing,station_retrograde
NorthNode,301.411863979,1138444320,2488995.580680833198,decreasing,increasing,station_direct
Saturn,223.969960691,1138633921,2488997.775140978396,decreasing,increasing,station_direct
NorthNode,301.452335963,1139071506,2489002.839775377885,increasing,decreasing,station_retrograde
NorthNode,301.452053137,1139185785,2489004.162454463542,decreasing,increasing,station_direct
NorthNode,301.464164885,1139621384,2489009.204102868214,increasing,decreasing,station_retrograde
NorthNode,301.393425901,1140238627,2489016.348126173951,decreasing,increasing,station_direct
Pluto,37.245156813,1140356306,2489017.710149954073,increasing,decreasing,station_retrograde
Uranus,33.741832434,1140530646,2489019.727971837856,increasing,decreasing,station_retrograde
Jupiter,254.555334667,1140750204,2489022.269154712558,decreasing,increasing,station_direct
NorthNode,301.487040850,1140800452,2489022.850722880103,increasing,decreasing,station_retrograde
NorthNode,301.140449627,1141608865,2489032.207355192862,decreasing,increasing,station_direct
Mercury,171.226723682,1141747435,2489033.811179600656,increasing,decreasing,station_retrograde
NorthNode,301.210739000,1141988801,2489036.604760416783,increasing,decreasing,station_retrograde
NorthNode,300.695778962,1142795012,2489045.935912269168,decreasing,increasing,station_direct
NorthNode,300.766662205,1143151603,2489050.063121982850,increasing,decreasing,station_retrograde
Mercury,157.489309043,1143743102,2489056.909172311425,decreasing,increasing,station_direct
NorthNode,299.732944597,1144140807,2489061.512239463627,decreasing,increasing,station_direct
NorthNode,299.753202250,1144342995,2489063.852379319258,increasing,decreasing,station_retrograde
NorthNode,298.593186748,1145363716,2489075.666283073835,decreasing,increasing,station_direct
NorthNode,298.598557056,1145495396,2489077.190350541845,increasing,decreasing,station_retrograde
NorthNode,297.034232217,1146668003,2489090.762191609479,decreasing,increasing,station_direct
NorthNode,297.034243537,1146683513,2489090.941709785722,increasing,decreasing,station_retrograde
NorthNode,295.555947891,1147834368,2489104.261788218282,decreasing,increasing,station_direct
NorthNode,295.559045255,1147942619,2489105.514693017118,increasing,decreasing,station_retrograde
NorthNode,294.204097505,1149015601,2489117.933473462239,decreasing,increasing,station_direct
NorthNode,294.221324892,1149202446,2489120.096022185870,increasing,decreasing,station_retrograde
NorthNode,293.152499195,1150179094,2489131.399828339927,decreasing,increasing,station_direct
NorthNode,293.222778505,1150523678,2489135.388068316504,increasing,decreasing,station_retrograde
NorthNode,292.590305167,1151365891,2489145.135901398957,decreasing,increasing,station_direct
Mercury,278.024367694,1151390538,2489145.421169355512,increasing,decreasing,station_retrograde
NorthNode,292.665093943,1151738492,2489149.448416203260,increasing,decreasing,station_retrograde
NorthNode,292.293927445,1152532474,2489158.638012333773,decreasing,increasing,station_direct
Neptune,173.916699945,1152567741,2489159.046203563921,increasing,decreasing,station_retrograde
NorthNode,292.399877628,1153100420,2489165.211463573389,increasing,decreasing,station_retrograde
Mercury,261.711790422,1153102159,2489165.231587924063,decreasing,increasing,station_direct
Uranus,29.781971646,1153674602,2489171.857085903175,decreasing,increasing,station_direct
NorthNode,292.320127964,1153732771,2489172.530345460400,decreasing,increasing,station_direct
NorthNode,292.329321404,1154096169,2489176.736338991672,increasing,decreasing,station_retrograde
NorthNode,292.327928574,1154282209,2489178.889575312845,decreasing,increasing,station_direct
Pluto,35.261993855,1154624570,2489182.852089623921,decreasing,increasing,station_direct
NorthNode,292.378378402,1154890505,2489185.930044100620,increasing,decreasing,station_retrograde
NorthNode,292.163898273,1155666891,2489194.915990413167,decreasing,increasing,station_direct
NorthNode,292.247351129,1156108641,2489200.028834390454,increasing,decreasing,station_retrograde
NorthNode,291.882421975,1156836085,2489208.448331989348,decreasing,increasing,station_direct
NorthNode,291.975957049,1157241656,2489213.142438435927,increasing,decreasing,station_retrograde
NorthNode,291.011647106,1158220679,2489224.473727962933,decreasing,increasing,station_direct
NorthNode,291.047054842,1158470717,2489227.367684745230,increasing,decreasing,station_retrograde
Saturn,242.329545862,1159113571,2489234.808125957847,increasing,decreasing,station_retrograde
NorthNode,290.082806060,1159399353,2489238.115784745663,decreasing,increasing,station_direct
NorthNode,290.097347860,1159583930,2489240.252089138143,increasing,decreasing,station_retrograde
NorthNode,288.450649719,1160761231,2489253.878264810890,decreasing,increasing,station_direct
NorthNode,288.451097182,1160814657,2489254.496616729535,increasing,decreasing,station_retrograde
Mercury,26.529919940,1160932099,2489255.855898760259,increasing,decreasing,station_retrograde
NorthNode,287.130103014,1161921474,2489267.306993510574,decreasing,increasing,station_direct
NorthNode,287.130397889,1161970513,2489267.874577709474,increasing,decreasing,station_retrograde
Mercury,15.127031343,1162968529,2489279.425696164370,decreasing,increasing,station_direct
NorthNode,285.559746121,1163148047,2489281.503448072821,decreasing,increasing,station_direct
NorthNode,285.567827618,1163292973,2489283.180834685452,increasing,decreasing,station_retrograde
NorthNode,284.521043678,1164267115,2489294.455619928427,decreasing,increasing,station_direct
NorthNode,284.560512045,1164542076,2489297.638042915612,increasing,decreasing,station_retrograde
Jupiter,297.148951378,1164656275,2489298.959785617888,increasing,decreasing,station_retrograde
NorthNode,283.696948190,1165490785,2489308.618474088609,decreasing,increasing,station_direct
NorthNode,283.754784527,1165817049,2489312.394671215676,increasing,decreasing,station_retrograde
Neptune,171.127523625,1166194451,2489316.762748365290,decreasing,increasing,station_direct
NorthNode,283.284340551,1166621886,2489321.709918736480,decreasing,increasing,station_direct
NorthNode,283.389345221,1167111572,2489327.377573320642,increasing,decreasing,station_retrograde
NorthNode,283.167271672,1167848639,2489335.908447797410,decreasing,increasing,station_direct
NorthNode,283.221390677,1168339619,2489341.591082781553,increasing,decreasing,station_retrograde
Venus,127.033541018,1168650853,2489345.193331530318,increasing,decreasing,station_retrograde
NorthNode,283.177566292,1168975418,2489348.949871004559,decreasing,increasing,station_direct
NorthNode,283.177914056,1169094342,2489350.326308985241,increasing,decreasing,station_retrograde
NorthNode,283.149370102,1169675182,2489357.048993315548,decreasing,increasing,station_direct
NorthNode,283.207123027,1170218506,2489363.337463089265,increasing,decreasing,station_retrograde
NorthNode,283.053888994,1170866165,2489370.833509233780,decreasing,increasing,station_direct
Saturn,235.679737275,1171249261,2489375.267494358122,decreasing,increasing,station_direct
NorthNode,283.144448226,1171337059,2489376.283679320477,increasing,decreasing,station_retrograde
Mercury,153.399844183,1171757518,2489381.150102272630,increasing,decreasing,station_retrograde
Pluto,38.205298872,1171984471,2489383.776873764582,increasing,decreasing,station_retrograde
NorthNode,282.586312655,1172232273,2489386.644951916300,decreasing,increasing,station_direct
Venus,110.550418437,1172380212,2489388.357212228701,decreasing,increasing,station_direct
Uranus,37.800144794,1172448890,2489389.152096607722,increasing,decreasing,station_retrograde
NorthNode,282.652983426,1172585093,2489390.728510317393,increasing,decreasing,station_retrograde
NorthNode,282.047284658,1173402018,2489400.183669042774,decreasing,increasing,station_direct
NorthNode,282.089632233,1173682672,2489403.431972973049,increasing,decreasing,station_retrograde
Mercury,140.842550341,1173808409,2489404.887264952064,decreasing,increasing,station_direct
NorthNode,280.719864797,1174782062,2489416.156399063766,decreasing,increasing,station_direct
